epoch,accuracy,loss,val_accuracy,val_loss
0,0.32594915204760383,1.7886764186418662,0.534,1.276469732284546
1,0.5610451997084133,1.1920168996362364,0.581,1.1258565149307251
2,0.6053591640571416,1.082991937156451,0.615,1.0485619592666626
3,0.6304213124059015,1.0157852717880476,0.642,0.9876596584320069
4,0.6583042822651944,0.9510776686466347,0.677,0.910146668434143
5,0.6889459279634185,0.8849065073465897,0.7,0.8466484351158142
6,0.7163761120731548,0.8244188392566423,0.724,0.7949609346389771
7,0.7375819211794158,0.7745079303949566,0.75,0.7481684532165528
8,0.7535351082935171,0.733735184573521,0.768,0.7103098163604736
9,0.7647683594186427,0.6990872524299864,0.773,0.6789898324012756
10,0.775351894154387,0.6700295308636407,0.782,0.6518100214004516
11,0.7816916838540869,0.6443645363136873,0.791,0.6357859375476838
12,0.7897183176319478,0.623018071030156,0.794,0.6144422779083252
13,0.7974003181114035,0.6026933180326123,0.791,0.5983656063079834
14,0.8024527798769838,0.5848792453185987,0.813,0.574032304763794
15,0.8077885341341212,0.5684211467787371,0.812,0.5602675642967224
16,0.8141606078814652,0.5524318684839596,0.811,0.5486923103332519
17,0.8197401084132113,0.5380400744030032,0.817,0.541969651222229
18,0.8244560062885284,0.524854346049034,0.825,0.5278503634929657
19,0.828123482152567,0.5122976566143965,0.832,0.5189603567123413
20,0.8322316323801623,0.5002351053311663,0.829,0.5022804899215698
21,0.83598869447991,0.4888502692267046,0.829,0.49972726607322693
22,0.8401598012548382,0.4796459338422549,0.834,0.4848510094881058
23,0.8422356682813774,0.4694686454231456,0.84,0.48395064973831176
24,0.8462187193207822,0.4598629922937539,0.836,0.4725240128040314
25,0.8487941835391319,0.45213796067035805,0.845,0.4596540789604187
26,0.8518692440905813,0.44410942926750346,0.847,0.46021559715271
27,0.8544317938008551,0.4363295657528659,0.85,0.45605116605758667
28,0.856583529761282,0.4299563683190588,0.856,0.44598852849006654
29,0.8586077416347245,0.42275438702712625,0.854,0.44366552305221557
30,0.8604358305365353,0.41664394387754344,0.856,0.42879953622817996
31,0.8621307451846236,0.4108056893540641,0.863,0.42663705682754516
32,0.8639031422340264,0.40485236495101856,0.858,0.42579708302021024
33,0.8667957974187398,0.3999327198554904,0.858,0.41806371641159057
34,0.8679620599847729,0.39579999002991084,0.857,0.4247452509403229
35,0.8693220291097286,0.39069312573489495,0.871,0.41366382026672366
36,0.8699257424322225,0.38642833542268157,0.86,0.40852989482879637
37,0.8714915208392224,0.3822614376827822,0.875,0.40712160778045653
38,0.8734180742906312,0.3780826760108693,0.872,0.4037063572406769
39,0.8746698901309805,0.3737170937707869,0.862,0.40542441022396086
40,0.8755649671211081,0.3704931242359897,0.86,0.4035809223651886
41,0.8770363147986138,0.36658774287266244,0.87,0.39831497967243196
42,0.8771299381377333,0.36370852414708016,0.867,0.39575053977966307
43,0.8786690828153643,0.3606694487696987,0.871,0.3920795333385467
44,0.8793317144705077,0.35671756354681516,0.876,0.3854287303686142
45,0.8808111336776766,0.35398475258469075,0.876,0.3920665661096573
46,0.8824689222594438,0.35152303315067696,0.869,0.3889701142311096
47,0.8830427718364586,0.3485265694242918,0.869,0.39519209825992585
48,0.8837376868825848,0.34521972043281896,0.881,0.3853225029706955
49,0.8847828841310437,0.34352366470937,0.874,0.38519370102882383
50,0.885267146462101,0.34098485951327673,0.88,0.3779155552387238
51,0.8855593177221589,0.33844184126010385,0.872,0.3879926631450653
52,0.8867885338047804,0.3362799306226484,0.874,0.37845150804519656
53,0.8880976552175264,0.333682655555717,0.875,0.37617255008220674
54,0.8883543130704912,0.3314520710289983,0.887,0.37544344317913053
55,0.8898531029285011,0.3292389025185573,0.884,0.3695146698951721
56,0.8898724736298544,0.3269340457236868,0.871,0.37938235235214235
57,0.8899257427049896,0.3255215473662494,0.88,0.37109119808673857
58,0.8905601245366921,0.3245653292953463,0.878,0.3739844979047775
59,0.8907804633096114,0.32220562166076594,0.874,0.3668190633058548
60,0.8922816751366954,0.32039706050970795,0.877,0.3663986039161682
61,0.8920992688102237,0.31787487037353596,0.884,0.36629182255268095
62,0.8938861946433277,0.31685481695300444,0.872,0.36894314765930175
63,0.8930282442751577,0.3143977834448471,0.88,0.37196623611450197
64,0.8938813522205514,0.3133085238415811,0.887,0.35627502596378324
65,0.8950556861141981,0.3115579610406342,0.874,0.3694867005348206
66,0.8954560091940024,0.31041169011870684,0.875,0.3629075882434845
67,0.8958635960089958,0.3089391145413205,0.883,0.36077499330043794
68,0.8964430953486491,0.3070200381105987,0.882,0.3583326015472412
69,0.8961396247653638,0.3055325475221468,0.878,0.361515509724617
70,0.8973050798905098,0.3047631431718246,0.887,0.3550440241098404
71,0.8976166220034583,0.3032635372258344,0.888,0.35484977591037753
72,0.8984293748766689,0.30169217979882734,0.881,0.3562841379642487
73,0.8980524578842066,0.30064099585100756,0.889,0.34972035491466524
74,0.8982768318915771,0.2991290777921677,0.881,0.3533218257427216
75,0.89932122255786,0.29777885142524363,0.889,0.35255488741397856
76,0.8992970090801433,0.29730412606149914,0.884,0.35473419272899626
77,0.8996448713338981,0.29538619459875054,0.886,0.36322119283676146
78,0.9003615775855921,0.2948612481387237,0.887,0.3512149478197098
79,0.9003987044095993,0.2935026110544548,0.879,0.3451141391992569
80,0.9008119409872314,0.2925767089982154,0.881,0.35208007323741913
81,0.9009346205804307,0.2910236902945375,0.889,0.3540615713596344
82,0.901180787258229,0.2901257506555925,0.883,0.35671658062934875
83,0.9015133133884203,0.2885786238173812,0.887,0.35115130615234375
84,0.9021606092230748,0.28797946425186377,0.879,0.35258557641506194
85,0.9027296166803878,0.28732297020822256,0.89,0.3518270062804222
86,0.9034826436285245,0.2863540582137845,0.889,0.34560902976989744
87,0.9035157344098819,0.2851952912506916,0.879,0.35009865516424177
88,0.9035092772063562,0.2841412148043766,0.885,0.35860281956195833
89,0.9047360741991107,0.28280826653274943,0.888,0.3530007712841034
90,0.9036020956302093,0.28261874602255177,0.886,0.34765886157751086
91,0.9052623043120918,0.2810654072817099,0.889,0.34509433698654174
92,0.9036319572541673,0.28048688730193394,0.894,0.3439122282266617
93,0.9050484222375741,0.2795409662870027,0.889,0.35027701675891876
94,0.9048401899256948,0.2789291539055816,0.886,0.3432740603685379
95,0.9056844193046376,0.2775117089498346,0.893,0.34071079051494596
96,0.9054051621485565,0.2774556468351413,0.886,0.34062054979801176
97,0.9062090356976299,0.2758965794565314,0.888,0.343423122882843
98,0.9053817556066028,0.2747045933568882,0.886,0.3387158465385437
99,0.906514120506028,0.2742572008363776,0.889,0.3451877067089081
