epoch,accuracy,loss,val_accuracy,val_loss
0,0.5824406810799393,1.2981215294639943,0.6269999742507935,1.0806065797805786
1,0.6538200214252634,1.0003021075563916,0.6729999780654907,0.9472391605377197
2,0.686907188190242,0.9024876902164038,0.6959999799728394,0.8760756850242615
3,0.703352706715212,0.8476835281161939,0.7170000076293945,0.8328524827957153
4,0.7119790181012476,0.813935236152956,0.7200000286102295,0.800423800945282
5,0.7188636018563125,0.7920911945276341,0.7260000109672546,0.7849041819572449
6,0.7223769192473363,0.7762874679292663,0.7239999771118164,0.7740194201469421
7,0.7266658624855139,0.7642402644127102,0.7269999980926514,0.7606385350227356
8,0.7287869269059877,0.7552653305611368,0.7319999933242798,0.7524430155754089
9,0.7294802268177776,0.7476003584467759,0.7310000061988831,0.7440537214279175
10,0.7314180804511248,0.742026064153445,0.7279999852180481,0.7329443097114563
11,0.7323591623518426,0.7357920490331569,0.7319999933242798,0.7383788228034973
12,0.7333954818167929,0.7316908328715017,0.7350000143051147,0.7323837280273438
13,0.7350984679945445,0.7275825201707371,0.734000027179718,0.7310399413108826
14,0.7354221157855907,0.7243247541330629,0.7400000095367432,0.7211766839027405
15,0.7375601292161619,0.720890268860227,0.7409999966621399,0.71434485912323
16,0.7368829714544749,0.7171274941351454,0.734000027179718,0.7168958783149719
17,0.7384874903549582,0.7146519653625407,0.7350000143051147,0.7156118154525757
18,0.740181598723945,0.7123834688784713,0.7480000257492065,0.713331937789917
19,0.7414834561489396,0.7104127378787024,0.7350000143051147,0.7114129662513733
20,0.7407110572366391,0.7072992882486117,0.7360000014305115,0.7037369608879089
21,0.7415375318567632,0.7049637962700956,0.7319999933242798,0.7111321091651917
22,0.7415698150962086,0.7035500491322098,0.7459999918937683,0.7023035883903503
23,0.7423470550674504,0.7011655641309286,0.7319999933242798,0.7138141393661499
24,0.7437062148320472,0.6993523552761239,0.7480000257492065,0.7012064456939697
25,0.7445310734086118,0.6975957271406206,0.7480000257492065,0.695945143699646
26,0.7444156577526513,0.6963995595099562,0.7400000095367432,0.7021275162696838
27,0.7450169488029965,0.6945134116936538,0.7400000095367432,0.7080034017562866
28,0.7450661830477795,0.6936823453185922,0.7450000047683716,0.7030925750732422
29,0.7462405172445006,0.6918732551699978,0.7409999966621399,0.6991961002349854
30,0.7460839392775196,0.690573253697258,0.7429999709129333,0.6946998834609985
31,0.7471363994024568,0.6893015214952372,0.7490000128746033,0.6932884454727173
32,0.7459063767376592,0.688269185464261,0.7419999837875366,0.6953607797622681
33,0.7464075865381855,0.6866434901700181,0.75,0.6858241558074951
34,0.7472445524597572,0.6858915566135261,0.7429999709129333,0.6983480453491211
35,0.747373687261242,0.6843961265127537,0.7450000047683716,0.6928141713142395
36,0.7477836962978719,0.6841779984660068,0.75,0.6890691518783569
37,0.7492090397467047,0.6828886008868783,0.7490000128746033,0.6926151514053345
38,0.7480427764734979,0.6817278746578653,0.7480000257492065,0.6898161172866821
39,0.7494277640419491,0.6805951982484025,0.7509999871253967,0.6939429044723511
40,0.7490984663114709,0.6802743747830391,0.75,0.7007985711097717
41,0.7487183211213452,0.6784775205587936,0.75,0.6869549751281738
42,0.7492138822705059,0.6783632956066374,0.7519999742507935,0.6861398816108704
43,0.7491129948931226,0.6775799304752027,0.75,0.6847676634788513
44,0.7501937050435503,0.6762093345745135,0.7509999871253967,0.6865188479423523
45,0.7502106536748046,0.6754981939570378,0.753000020980835,0.687759280204773
46,0.7511460844237926,0.6756737868412066,0.75,0.6875678896903992
47,0.750297820972184,0.6743616136201357,0.7429999709129333,0.6884480714797974
48,0.7514624689595174,0.6730519670298544,0.7509999871253967,0.6849252581596375
49,0.7511315566503396,0.673140387489634,0.7490000128746033,0.683692216873169
50,0.750773204080129,0.6724601394796775,0.753000020980835,0.6821280717849731
51,0.7513656168670978,0.6714938710301609,0.7490000128746033,0.6891847848892212
52,0.752494752912198,0.670422302666357,0.7540000081062317,0.6847236156463623
53,0.7514834537849588,0.6703905921113693,0.7490000128746033,0.6835814714431763
54,0.7523325253341158,0.6692482668464467,0.7559999823570251,0.6843305230140686
55,0.7525714277210882,0.66861114289801,0.75,0.681804895401001
56,0.752557707590572,0.6683589331174301,0.753000020980835,0.6826909780502319
57,0.7520968522055674,0.6680272092253475,0.7549999952316284,0.6890184283256531
58,0.7522526229337111,0.6677230509913574,0.7490000128746033,0.6867750883102417
59,0.7529225177178949,0.666945082555383,0.753000020980835,0.6781602501869202
60,0.7530637591067008,0.6664789446077104,0.7540000081062317,0.6798154711723328
61,0.7538611778768443,0.6657914475111638,0.7509999871253967,0.6832006573677063
62,0.7526900729385473,0.6652985327324625,0.7559999823570251,0.6807628273963928
63,0.7531662626791809,0.6651769937347558,0.7519999742507935,0.6874741315841675
64,0.7536707019906933,0.6644785428703841,0.7549999952316284,0.6741470694541931
65,0.7529435022402617,0.6637132822457007,0.7459999918937683,0.681165337562561
66,0.7538870057312109,0.6631809694787203,0.7609999775886536,0.6816197037696838
67,0.754052460193634,0.6632658006276114,0.7559999823570251,0.6760424375534058
68,0.7542340597863925,0.6625446779243017,0.7490000128746033,0.6830902695655823
69,0.7544648908204952,0.66203929221226,0.746999979019165,0.6831921339035034
70,0.7532606935096999,0.6618357980655412,0.7580000162124634,0.6719064712524414
71,0.7526408385927394,0.6616609345805847,0.7540000081062317,0.6710731387138367
72,0.7554204995349302,0.6605782031760378,0.7450000047683716,0.6804704070091248
73,0.7548708635366569,0.6607789122199608,0.7519999742507935,0.6762371063232422
