batch_size,eps,model,norm,steps,trials,acc,robust_acc
1000,1.0,MLP_svd_comps_30_dense_128_045,l2,40,10,0.9795,0.7574
1000,2.0,MLP_svd_comps_30_dense_128_045,l2,40,10,0.9795,0.1826
1000,0.3,MLP_svd_comps_30_dense_128_045,linf,40,10,0.9795,0.0001
1000,0.15,MLP_svd_comps_30_dense_128_045,linf,40,10,0.9795,0.2059
1000,1.0,MLP_svd_comps_30_dense_128_045,l2,100,10,0.9795,0.7567
1000,2.0,MLP_svd_comps_30_dense_128_045,l2,100,10,0.9795,0.1819
1000,0.3,MLP_svd_comps_30_dense_128_045,linf,100,10,0.9795,0.0001
1000,0.15,MLP_svd_comps_30_dense_128_045,linf,100,10,0.9795,0.2058
1000,1.0,MLP_svd_comps_30_dense_256_044,l2,40,1,0.9847,0.7756
1000,2.0,MLP_svd_comps_30_dense_256_044,l2,40,1,0.9847,0.1965
1000,0.3,MLP_svd_comps_30_dense_256_044,linf,40,1,0.9847,0.0008
1000,0.15,MLP_svd_comps_30_dense_256_044,linf,40,1,0.9847,0.2305
1000,1.0,MLP_svd_comps_30_dense_256_044,l2,100,1,0.9847,0.7756
1000,2.0,MLP_svd_comps_30_dense_256_044,l2,100,1,0.9847,0.1932
1000,0.3,MLP_svd_comps_30_dense_256_044,linf,100,1,0.9847,0.0007
1000,0.15,MLP_svd_comps_30_dense_256_044,linf,100,1,0.9847,0.2299
1000,1.0,MLP_svd_comps_30_dense_256_044,l2,40,10,0.9847,0.7718
1000,2.0,MLP_svd_comps_30_dense_256_044,l2,40,10,0.9847,0.1837
1000,0.3,MLP_svd_comps_30_dense_256_044,linf,40,10,0.9847,0.0004
1000,0.15,MLP_svd_comps_30_dense_256_044,linf,40,10,0.9847,0.2196
1000,1.0,MLP_svd_comps_30_dense_256_044,l2,100,10,0.9847,0.7708
1000,2.0,MLP_svd_comps_30_dense_256_044,l2,100,10,0.9847,0.1827
1000,0.3,MLP_svd_comps_30_dense_256_044,linf,100,10,0.9847,0.0004
1000,0.15,MLP_svd_comps_30_dense_256_044,linf,100,10,0.9847,0.2187
1000,1.0,MLP_svd_comps_30_dense_512_034,l2,40,1,0.9871,0.7936
1000,2.0,MLP_svd_comps_30_dense_512_034,l2,40,1,0.9871,0.2082
1000,0.3,MLP_svd_comps_30_dense_512_034,linf,40,1,0.9871,0.0008
1000,0.15,MLP_svd_comps_30_dense_512_034,linf,40,1,0.9871,0.2359
1000,1.0,MLP_svd_comps_30_dense_512_034,l2,100,1,0.9871,0.7936
1000,2.0,MLP_svd_comps_30_dense_512_034,l2,100,1,0.9871,0.2063
1000,0.3,MLP_svd_comps_30_dense_512_034,linf,100,1,0.9871,0.0008
1000,0.15,MLP_svd_comps_30_dense_512_034,linf,100,1,0.9871,0.2363
1000,1.0,MLP_svd_comps_30_dense_512_034,l2,40,10,0.9871,0.7908
1000,2.0,MLP_svd_comps_30_dense_512_034,l2,40,10,0.9871,0.1964
1000,0.3,MLP_svd_comps_30_dense_512_034,linf,40,10,0.9871,0.0004
1000,0.15,MLP_svd_comps_30_dense_512_034,linf,40,10,0.9871,0.227
1000,1.0,MLP_svd_comps_30_dense_512_034,l2,100,10,0.9871,0.7908
1000,2.0,MLP_svd_comps_30_dense_512_034,l2,100,10,0.9871,0.196
1000,0.3,MLP_svd_comps_30_dense_512_034,linf,100,10,0.9871,0.0003
1000,0.15,MLP_svd_comps_30_dense_512_034,linf,100,10,0.9871,0.2272
1000,1.0,MLP_svd_comps_40_dense_128_047,l2,40,1,0.9831,0.7553
1000,2.0,MLP_svd_comps_40_dense_128_047,l2,40,1,0.9831,0.1812
1000,0.3,MLP_svd_comps_40_dense_128_047,linf,40,1,0.9831,0.0002
1000,0.15,MLP_svd_comps_40_dense_128_047,linf,40,1,0.9831,0.1922
1000,1.0,MLP_svd_comps_40_dense_128_047,l2,100,1,0.9831,0.7551
1000,2.0,MLP_svd_comps_40_dense_128_047,l2,100,1,0.9831,0.18
1000,0.3,MLP_svd_comps_40_dense_128_047,linf,100,1,0.9831,0.0003
1000,0.15,MLP_svd_comps_40_dense_128_047,linf,100,1,0.9831,0.1926
1000,1.0,MLP_svd_comps_40_dense_128_047,l2,40,10,0.9831,0.7502
1000,2.0,MLP_svd_comps_40_dense_128_047,l2,40,10,0.9831,0.1705
1000,0.3,MLP_svd_comps_40_dense_128_047,linf,40,10,0.9831,0.0001
1000,0.15,MLP_svd_comps_40_dense_128_047,linf,40,10,0.9831,0.181
1000,1.0,MLP_svd_comps_40_dense_128_047,l2,100,10,0.9831,0.7496
1000,2.0,MLP_svd_comps_40_dense_128_047,l2,100,10,0.9831,0.1691
1000,0.3,MLP_svd_comps_40_dense_128_047,linf,100,10,0.9831,0.0001
1000,0.15,MLP_svd_comps_40_dense_128_047,linf,100,10,0.9831,0.1802
1000,1.0,MLP_svd_comps_40_dense_256_034,l2,40,1,0.9867,0.7852
1000,2.0,MLP_svd_comps_40_dense_256_034,l2,40,1,0.9867,0.1912
1000,0.3,MLP_svd_comps_40_dense_256_034,linf,40,1,0.9867,0.0008
1000,0.15,MLP_svd_comps_40_dense_256_034,linf,40,1,0.9867,0.211
1000,1.0,MLP_svd_comps_40_dense_256_034,l2,100,1,0.9867,0.7841
1000,2.0,MLP_svd_comps_40_dense_256_034,l2,100,1,0.9867,0.1901
1000,0.3,MLP_svd_comps_40_dense_256_034,linf,100,1,0.9867,0.0006
1000,0.15,MLP_svd_comps_40_dense_256_034,linf,100,1,0.9867,0.2112
1000,1.0,MLP_svd_comps_40_dense_256_034,l2,40,10,0.9867,0.7813
1000,2.0,MLP_svd_comps_40_dense_256_034,l2,40,10,0.9867,0.1803
1000,0.3,MLP_svd_comps_40_dense_256_034,linf,40,10,0.9867,0.0004
1000,0.15,MLP_svd_comps_40_dense_256_034,linf,40,10,0.9867,0.2003
1000,1.0,MLP_svd_comps_40_dense_256_034,l2,100,10,0.9867,0.7798
1000,2.0,MLP_svd_comps_40_dense_256_034,l2,100,10,0.9867,0.1781
1000,0.3,MLP_svd_comps_40_dense_256_034,linf,100,10,0.9867,0.0004
1000,0.15,MLP_svd_comps_40_dense_256_034,linf,100,10,0.9867,0.2002
1000,1.0,MLP_svd_comps_40_dense_512_044,l2,40,1,0.9941,0.7926
1000,2.0,MLP_svd_comps_40_dense_512_044,l2,40,1,0.9941,0.1934
1000,0.3,MLP_svd_comps_40_dense_512_044,linf,40,1,0.9941,0.0004
1000,0.15,MLP_svd_comps_40_dense_512_044,linf,40,1,0.9941,0.2122
1000,1.0,MLP_svd_comps_40_dense_512_044,l2,100,1,0.9941,0.7922
1000,2.0,MLP_svd_comps_40_dense_512_044,l2,100,1,0.9941,0.1917
1000,0.3,MLP_svd_comps_40_dense_512_044,linf,100,1,0.9941,0.0003
1000,0.15,MLP_svd_comps_40_dense_512_044,linf,100,1,0.9941,0.2118
1000,1.0,MLP_svd_comps_40_dense_512_044,l2,40,10,0.9941,0.7887
1000,2.0,MLP_svd_comps_40_dense_512_044,l2,40,10,0.9941,0.1832
1000,0.3,MLP_svd_comps_40_dense_512_044,linf,40,10,0.9941,0.0001
1000,0.15,MLP_svd_comps_40_dense_512_044,linf,40,10,0.9941,0.2037
1000,1.0,MLP_svd_comps_40_dense_512_044,l2,100,10,0.9941,0.7882
1000,2.0,MLP_svd_comps_40_dense_512_044,l2,100,10,0.9941,0.1828
1000,0.3,MLP_svd_comps_40_dense_512_044,linf,100,10,0.9941,0.0001
1000,0.15,MLP_svd_comps_40_dense_512_044,linf,100,10,0.9941,0.2032
1000,1.0,MLP_svd_comps_50_dense_128_049,l2,40,1,0.9837,0.7622
1000,2.0,MLP_svd_comps_50_dense_128_049,l2,40,1,0.9837,0.1596
1000,0.3,MLP_svd_comps_50_dense_128_049,linf,40,1,0.9837,0.0002
1000,0.15,MLP_svd_comps_50_dense_128_049,linf,40,1,0.9837,0.1613
1000,1.0,MLP_svd_comps_50_dense_128_049,l2,100,1,0.9837,0.7612
1000,2.0,MLP_svd_comps_50_dense_128_049,l2,100,1,0.9837,0.1583
1000,0.3,MLP_svd_comps_50_dense_128_049,linf,100,1,0.9837,0.0001
1000,0.15,MLP_svd_comps_50_dense_128_049,linf,100,1,0.9837,0.1595
1000,1.0,MLP_svd_comps_50_dense_128_049,l2,40,10,0.9837,0.7552
1000,2.0,MLP_svd_comps_50_dense_128_049,l2,40,10,0.9837,0.1485
1000,0.3,MLP_svd_comps_50_dense_128_049,linf,40,10,0.9837,0.0
1000,0.15,MLP_svd_comps_50_dense_128_049,linf,40,10,0.9837,0.1484
1000,1.0,MLP_svd_comps_50_dense_128_049,l2,100,10,0.9837,0.7539
1000,2.0,MLP_svd_comps_50_dense_128_049,l2,100,10,0.9837,0.1479
1000,0.3,MLP_svd_comps_50_dense_128_049,linf,100,10,0.9837,0.0
1000,0.15,MLP_svd_comps_50_dense_128_049,linf,100,10,0.9837,0.1472
1000,1.0,MLP_svd_comps_50_dense_256_044,l2,40,1,0.9918,0.7781
1000,2.0,MLP_svd_comps_50_dense_256_044,l2,40,1,0.9918,0.1751
1000,0.3,MLP_svd_comps_50_dense_256_044,linf,40,1,0.9918,0.0007
1000,0.15,MLP_svd_comps_50_dense_256_044,linf,40,1,0.9918,0.1811
1000,1.0,MLP_svd_comps_50_dense_256_044,l2,100,1,0.9918,0.7771
1000,2.0,MLP_svd_comps_50_dense_256_044,l2,100,1,0.9918,0.1731
1000,0.3,MLP_svd_comps_50_dense_256_044,linf,100,1,0.9918,0.0006
1000,0.15,MLP_svd_comps_50_dense_256_044,linf,100,1,0.9918,0.1797
1000,1.0,MLP_svd_comps_50_dense_256_044,l2,40,10,0.9918,0.7736
1000,2.0,MLP_svd_comps_50_dense_256_044,l2,40,10,0.9918,0.1648
1000,0.3,MLP_svd_comps_50_dense_256_044,linf,40,10,0.9918,0.0006
1000,0.15,MLP_svd_comps_50_dense_256_044,linf,40,10,0.9918,0.1705
1000,1.0,MLP_svd_comps_50_dense_256_044,l2,100,10,0.9918,0.7729
1000,2.0,MLP_svd_comps_50_dense_256_044,l2,100,10,0.9918,0.1638
1000,0.3,MLP_svd_comps_50_dense_256_044,linf,100,10,0.9918,0.0005
1000,0.15,MLP_svd_comps_50_dense_256_044,linf,100,10,0.9918,0.1698
1000,1.0,MLP_svd_comps_50_dense_512_046,l2,40,1,0.9973,0.7915
1000,2.0,MLP_svd_comps_50_dense_512_046,l2,40,1,0.9973,0.1773
1000,0.3,MLP_svd_comps_50_dense_512_046,linf,40,1,0.9973,0.0003
1000,0.15,MLP_svd_comps_50_dense_512_046,linf,40,1,0.9973,0.1823
1000,1.0,MLP_svd_comps_50_dense_512_046,l2,100,1,0.9973,0.792
1000,2.0,MLP_svd_comps_50_dense_512_046,l2,100,1,0.9973,0.1756
1000,0.3,MLP_svd_comps_50_dense_512_046,linf,100,1,0.9973,0.0003
1000,0.15,MLP_svd_comps_50_dense_512_046,linf,100,1,0.9973,0.1834
1000,1.0,MLP_svd_comps_50_dense_512_046,l2,40,10,0.9973,0.7872
1000,2.0,MLP_svd_comps_50_dense_512_046,l2,40,10,0.9973,0.1671
1000,0.3,MLP_svd_comps_50_dense_512_046,linf,40,10,0.9973,0.0
1000,0.15,MLP_svd_comps_50_dense_512_046,linf,40,10,0.9973,0.1743
1000,1.0,MLP_svd_comps_50_dense_512_046,l2,100,10,0.9973,0.7867
1000,2.0,MLP_svd_comps_50_dense_512_046,l2,100,10,0.9973,0.1661
1000,0.3,MLP_svd_comps_50_dense_512_046,linf,100,10,0.9973,0.0
1000,0.15,MLP_svd_comps_50_dense_512_046,linf,100,10,0.9973,0.1742
1000,1.0,MLP_svd_comps_60_dense_128_049,l2,40,1,0.987,0.7398
1000,2.0,MLP_svd_comps_60_dense_128_049,l2,40,1,0.987,0.1318
1000,0.3,MLP_svd_comps_60_dense_128_049,linf,40,1,0.987,0.0
1000,0.15,MLP_svd_comps_60_dense_128_049,linf,40,1,0.987,0.1206
1000,1.0,MLP_svd_comps_60_dense_128_049,l2,100,1,0.987,0.7384
1000,2.0,MLP_svd_comps_60_dense_128_049,l2,100,1,0.987,0.1303
1000,0.3,MLP_svd_comps_60_dense_128_049,linf,100,1,0.987,0.0
1000,0.15,MLP_svd_comps_60_dense_128_049,linf,100,1,0.987,0.1209
1000,1.0,MLP_svd_comps_60_dense_128_049,l2,40,10,0.987,0.734
1000,2.0,MLP_svd_comps_60_dense_128_049,l2,40,10,0.987,0.1209
1000,0.3,MLP_svd_comps_60_dense_128_049,linf,40,10,0.987,0.0
1000,0.15,MLP_svd_comps_60_dense_128_049,linf,40,10,0.987,0.1114
1000,1.0,MLP_svd_comps_60_dense_128_049,l2,100,10,0.987,0.7323
1000,2.0,MLP_svd_comps_60_dense_128_049,l2,100,10,0.987,0.1196
1000,0.3,MLP_svd_comps_60_dense_128_049,linf,100,10,0.987,0.0
1000,0.15,MLP_svd_comps_60_dense_128_049,linf,100,10,0.987,0.1117
1000,1.0,MLP_svd_comps_60_dense_256_039,l2,40,1,0.9915,0.768
1000,2.0,MLP_svd_comps_60_dense_256_039,l2,40,1,0.9915,0.1515
1000,0.3,MLP_svd_comps_60_dense_256_039,linf,40,1,0.9915,0.0
1000,0.15,MLP_svd_comps_60_dense_256_039,linf,40,1,0.9915,0.1428
1000,1.0,MLP_svd_comps_60_dense_256_039,l2,100,1,0.9915,0.7681
1000,2.0,MLP_svd_comps_60_dense_256_039,l2,100,1,0.9915,0.15
1000,0.3,MLP_svd_comps_60_dense_256_039,linf,100,1,0.9915,0.0
1000,0.15,MLP_svd_comps_60_dense_256_039,linf,100,1,0.9915,0.1426
1000,1.0,MLP_svd_comps_60_dense_256_039,l2,40,10,0.9915,0.7632
1000,2.0,MLP_svd_comps_60_dense_256_039,l2,40,10,0.9915,0.1419
1000,0.3,MLP_svd_comps_60_dense_256_039,linf,40,10,0.9915,0.0
1000,0.15,MLP_svd_comps_60_dense_256_039,linf,40,10,0.9915,0.1342
1000,1.0,MLP_svd_comps_60_dense_256_039,l2,100,10,0.9915,0.7617
1000,2.0,MLP_svd_comps_60_dense_256_039,l2,100,10,0.9915,0.1412
1000,0.3,MLP_svd_comps_60_dense_256_039,linf,100,10,0.9915,0.0
1000,0.15,MLP_svd_comps_60_dense_256_039,linf,100,10,0.9915,0.1343
1000,1.0,MLP_svd_comps_60_dense_512_046,l2,40,1,0.9983,0.7783
1000,2.0,MLP_svd_comps_60_dense_512_046,l2,40,1,0.9983,0.1537
1000,0.3,MLP_svd_comps_60_dense_512_046,linf,40,1,0.9983,0.0006
1000,0.15,MLP_svd_comps_60_dense_512_046,linf,40,1,0.9983,0.1497
1000,1.0,MLP_svd_comps_60_dense_512_046,l2,100,1,0.9983,0.7771
1000,2.0,MLP_svd_comps_60_dense_512_046,l2,100,1,0.9983,0.1497
1000,0.3,MLP_svd_comps_60_dense_512_046,linf,100,1,0.9983,0.0007
1000,0.15,MLP_svd_comps_60_dense_512_046,linf,100,1,0.9983,0.1493
1000,1.0,MLP_svd_comps_60_dense_512_046,l2,40,10,0.9983,0.7736
1000,2.0,MLP_svd_comps_60_dense_512_046,l2,40,10,0.9983,0.1448
1000,0.3,MLP_svd_comps_60_dense_512_046,linf,40,10,0.9983,0.0002
1000,0.15,MLP_svd_comps_60_dense_512_046,linf,40,10,0.9983,0.141
1000,1.0,MLP_svd_comps_60_dense_512_046,l2,100,10,0.9983,0.7729
1000,2.0,MLP_svd_comps_60_dense_512_046,l2,100,10,0.9983,0.1443
1000,0.3,MLP_svd_comps_60_dense_512_046,linf,100,10,0.9983,0.0002
1000,0.15,MLP_svd_comps_60_dense_512_046,linf,100,10,0.9983,0.1407
1000,1.0,MLP_svd_comps_70_dense_128_037,l2,40,1,0.9835,0.7428
1000,2.0,MLP_svd_comps_70_dense_128_037,l2,40,1,0.9835,0.1408
1000,0.3,MLP_svd_comps_70_dense_128_037,linf,40,1,0.9835,0.0
1000,0.15,MLP_svd_comps_70_dense_128_037,linf,40,1,0.9835,0.1288
1000,1.0,MLP_svd_comps_70_dense_128_037,l2,100,1,0.9835,0.7405
1000,2.0,MLP_svd_comps_70_dense_128_037,l2,100,1,0.9835,0.1402
1000,0.3,MLP_svd_comps_70_dense_128_037,linf,100,1,0.9835,0.0001
1000,0.15,MLP_svd_comps_70_dense_128_037,linf,100,1,0.9835,0.1298
1000,1.0,MLP_svd_comps_70_dense_128_037,l2,40,10,0.9835,0.7362
1000,2.0,MLP_svd_comps_70_dense_128_037,l2,40,10,0.9835,0.1305
1000,0.3,MLP_svd_comps_70_dense_128_037,linf,40,10,0.9835,0.0
1000,0.15,MLP_svd_comps_70_dense_128_037,linf,40,10,0.9835,0.1189
1000,1.0,MLP_svd_comps_70_dense_128_037,l2,100,10,0.9835,0.7358
1000,2.0,MLP_svd_comps_70_dense_128_037,l2,100,10,0.9835,0.13
1000,0.3,MLP_svd_comps_70_dense_128_037,linf,100,10,0.9835,0.0
1000,0.15,MLP_svd_comps_70_dense_128_037,linf,100,10,0.9835,0.1182
1000,1.0,MLP_svd_comps_70_dense_256_043,l2,40,1,0.9941,0.7563
1000,2.0,MLP_svd_comps_70_dense_256_043,l2,40,1,0.9941,0.138
1000,0.3,MLP_svd_comps_70_dense_256_043,linf,40,1,0.9941,0.0
1000,0.15,MLP_svd_comps_70_dense_256_043,linf,40,1,0.9941,0.1246
1000,1.0,MLP_svd_comps_70_dense_256_043,l2,100,1,0.9941,0.7549
1000,2.0,MLP_svd_comps_70_dense_256_043,l2,100,1,0.9941,0.1375
1000,0.3,MLP_svd_comps_70_dense_256_043,linf,100,1,0.9941,0.0
1000,0.15,MLP_svd_comps_70_dense_256_043,linf,100,1,0.9941,0.1261
1000,1.0,MLP_svd_comps_70_dense_256_043,l2,40,10,0.9941,0.751
1000,2.0,MLP_svd_comps_70_dense_256_043,l2,40,10,0.9941,0.129
1000,0.3,MLP_svd_comps_70_dense_256_043,linf,40,10,0.9941,0.0
1000,0.15,MLP_svd_comps_70_dense_256_043,linf,40,10,0.9941,0.1174
1000,1.0,MLP_svd_comps_70_dense_256_043,l2,100,10,0.9941,0.7498
1000,2.0,MLP_svd_comps_70_dense_256_043,l2,100,10,0.9941,0.1284
1000,0.3,MLP_svd_comps_70_dense_256_043,linf,100,10,0.9941,0.0
1000,0.15,MLP_svd_comps_70_dense_256_043,linf,100,10,0.9941,0.1174
1000,1.0,MLP_svd_comps_70_dense_512_042,l2,40,1,0.9979,0.7789
1000,2.0,MLP_svd_comps_70_dense_512_042,l2,40,1,0.9979,0.1491
1000,0.3,MLP_svd_comps_70_dense_512_042,linf,40,1,0.9979,0.0
1000,0.15,MLP_svd_comps_70_dense_512_042,linf,40,1,0.9979,0.1386
1000,1.0,MLP_svd_comps_70_dense_512_042,l2,100,1,0.9979,0.7783
1000,2.0,MLP_svd_comps_70_dense_512_042,l2,100,1,0.9979,0.1487
1000,0.3,MLP_svd_comps_70_dense_512_042,linf,100,1,0.9979,0.0
1000,0.15,MLP_svd_comps_70_dense_512_042,linf,100,1,0.9979,0.1374
1000,1.0,MLP_svd_comps_70_dense_512_042,l2,40,10,0.9979,0.7756
1000,2.0,MLP_svd_comps_70_dense_512_042,l2,40,10,0.9979,0.141
1000,0.3,MLP_svd_comps_70_dense_512_042,linf,40,10,0.9979,0.0
1000,0.15,MLP_svd_comps_70_dense_512_042,linf,40,10,0.9979,0.1324
1000,1.0,MLP_svd_comps_70_dense_512_042,l2,100,10,0.9979,0.7739
1000,2.0,MLP_svd_comps_70_dense_512_042,l2,100,10,0.9979,0.1392
1000,0.3,MLP_svd_comps_70_dense_512_042,linf,100,10,0.9979,0.0
1000,0.15,MLP_svd_comps_70_dense_512_042,linf,100,10,0.9979,0.1319
1000,1.0,MLP_svd_comps_80_dense_128_042,l2,40,1,0.9887,0.705
1000,2.0,MLP_svd_comps_80_dense_128_042,l2,40,1,0.9887,0.1149
1000,0.3,MLP_svd_comps_80_dense_128_042,linf,40,1,0.9887,0.0
1000,0.15,MLP_svd_comps_80_dense_128_042,linf,40,1,0.9887,0.1058
1000,1.0,MLP_svd_comps_80_dense_128_042,l2,100,1,0.9887,0.7046
1000,2.0,MLP_svd_comps_80_dense_128_042,l2,100,1,0.9887,0.1113
1000,0.3,MLP_svd_comps_80_dense_128_042,linf,100,1,0.9887,0.0
1000,0.15,MLP_svd_comps_80_dense_128_042,linf,100,1,0.9887,0.1066
1000,1.0,MLP_svd_comps_80_dense_128_042,l2,40,10,0.9887,0.6992
1000,2.0,MLP_svd_comps_80_dense_128_042,l2,40,10,0.9887,0.1033
1000,0.3,MLP_svd_comps_80_dense_128_042,linf,40,10,0.9887,0.0
1000,0.15,MLP_svd_comps_80_dense_128_042,linf,40,10,0.9887,0.0979
1000,1.0,MLP_svd_comps_80_dense_128_042,l2,100,10,0.9887,0.6983
1000,2.0,MLP_svd_comps_80_dense_128_042,l2,100,10,0.9887,0.1017
1000,0.3,MLP_svd_comps_80_dense_128_042,linf,100,10,0.9887,0.0
1000,0.15,MLP_svd_comps_80_dense_128_042,linf,100,10,0.9887,0.0982
1000,1.0,MLP_svd_comps_80_dense_256_047,l2,40,1,0.9963,0.7422
1000,2.0,MLP_svd_comps_80_dense_256_047,l2,40,1,0.9963,0.1234
1000,0.3,MLP_svd_comps_80_dense_256_047,linf,40,1,0.9963,0.0
1000,0.15,MLP_svd_comps_80_dense_256_047,linf,40,1,0.9963,0.1093
1000,1.0,MLP_svd_comps_80_dense_256_047,l2,100,1,0.9963,0.7433
1000,2.0,MLP_svd_comps_80_dense_256_047,l2,100,1,0.9963,0.1222
1000,0.3,MLP_svd_comps_80_dense_256_047,linf,100,1,0.9963,0.0
1000,0.15,MLP_svd_comps_80_dense_256_047,linf,100,1,0.9963,0.109
1000,1.0,MLP_svd_comps_80_dense_256_047,l2,40,10,0.9963,0.7387
1000,2.0,MLP_svd_comps_80_dense_256_047,l2,40,10,0.9963,0.1149
1000,0.3,MLP_svd_comps_80_dense_256_047,linf,40,10,0.9963,0.0
1000,0.15,MLP_svd_comps_80_dense_256_047,linf,40,10,0.9963,0.1025
1000,1.0,MLP_svd_comps_80_dense_256_047,l2,100,10,0.9963,0.7382
1000,2.0,MLP_svd_comps_80_dense_256_047,l2,100,10,0.9963,0.1134
1000,0.3,MLP_svd_comps_80_dense_256_047,linf,100,10,0.9963,0.0
1000,0.15,MLP_svd_comps_80_dense_256_047,linf,100,10,0.9963,0.1014
1000,1.0,MLP_svd_comps_80_dense_512_037,l2,40,1,0.9974,0.7594
1000,2.0,MLP_svd_comps_80_dense_512_037,l2,40,1,0.9974,0.1406
1000,0.3,MLP_svd_comps_80_dense_512_037,linf,40,1,0.9974,0.0002
1000,0.15,MLP_svd_comps_80_dense_512_037,linf,40,1,0.9974,0.133
1000,1.0,MLP_svd_comps_80_dense_512_037,l2,100,1,0.9974,0.7589
1000,2.0,MLP_svd_comps_80_dense_512_037,l2,100,1,0.9974,0.1391
1000,0.3,MLP_svd_comps_80_dense_512_037,linf,100,1,0.9974,0.0001
1000,0.15,MLP_svd_comps_80_dense_512_037,linf,100,1,0.9974,0.1341
1000,1.0,MLP_svd_comps_80_dense_512_037,l2,40,10,0.9974,0.7541
1000,2.0,MLP_svd_comps_80_dense_512_037,l2,40,10,0.9974,0.133
1000,0.3,MLP_svd_comps_80_dense_512_037,linf,40,10,0.9974,0.0001
1000,0.15,MLP_svd_comps_80_dense_512_037,linf,40,10,0.9974,0.1277
1000,1.0,MLP_svd_comps_80_dense_512_037,l2,100,10,0.9974,0.7531
1000,2.0,MLP_svd_comps_80_dense_512_037,l2,100,10,0.9974,0.1317
1000,0.3,MLP_svd_comps_80_dense_512_037,linf,100,10,0.9974,0.0001
1000,0.15,MLP_svd_comps_80_dense_512_037,linf,100,10,0.9974,0.1268
1000,1.0,MLP_svd_comps_90_dense_128_040,l2,40,1,0.9872,0.7059
1000,2.0,MLP_svd_comps_90_dense_128_040,l2,40,1,0.9872,0.1085
1000,0.3,MLP_svd_comps_90_dense_128_040,linf,40,1,0.9872,0.0001
1000,0.15,MLP_svd_comps_90_dense_128_040,linf,40,1,0.9872,0.0954
1000,1.0,MLP_svd_comps_90_dense_128_040,l2,100,1,0.9872,0.7048
1000,2.0,MLP_svd_comps_90_dense_128_040,l2,100,1,0.9872,0.1079
1000,0.3,MLP_svd_comps_90_dense_128_040,linf,100,1,0.9872,0.0001
1000,0.15,MLP_svd_comps_90_dense_128_040,linf,100,1,0.9872,0.0944
1000,1.0,MLP_svd_comps_90_dense_128_040,l2,40,10,0.9872,0.6989
1000,2.0,MLP_svd_comps_90_dense_128_040,l2,40,10,0.9872,0.0997
1000,0.3,MLP_svd_comps_90_dense_128_040,linf,40,10,0.9872,0.0001
1000,0.15,MLP_svd_comps_90_dense_128_040,linf,40,10,0.9872,0.0884
1000,1.0,MLP_svd_comps_90_dense_128_040,l2,100,10,0.9872,0.6976
1000,2.0,MLP_svd_comps_90_dense_128_040,l2,100,10,0.9872,0.0993
1000,0.3,MLP_svd_comps_90_dense_128_040,linf,100,10,0.9872,0.0001
1000,0.15,MLP_svd_comps_90_dense_128_040,linf,100,10,0.9872,0.0882
1000,1.0,MLP_svd_comps_90_dense_256_026,l2,40,1,0.9888,0.7426
1000,2.0,MLP_svd_comps_90_dense_256_026,l2,40,1,0.9888,0.1366
1000,0.3,MLP_svd_comps_90_dense_256_026,linf,40,1,0.9888,0.0
1000,0.15,MLP_svd_comps_90_dense_256_026,linf,40,1,0.9888,0.1162
1000,1.0,MLP_svd_comps_90_dense_256_026,l2,100,1,0.9888,0.741
1000,2.0,MLP_svd_comps_90_dense_256_026,l2,100,1,0.9888,0.1343
1000,0.3,MLP_svd_comps_90_dense_256_026,linf,100,1,0.9888,0.0
1000,0.15,MLP_svd_comps_90_dense_256_026,linf,100,1,0.9888,0.1146
1000,1.0,MLP_svd_comps_90_dense_256_026,l2,40,10,0.9888,0.7364
1000,2.0,MLP_svd_comps_90_dense_256_026,l2,40,10,0.9888,0.1259
1000,0.3,MLP_svd_comps_90_dense_256_026,linf,40,10,0.9888,0.0
1000,0.15,MLP_svd_comps_90_dense_256_026,linf,40,10,0.9888,0.1087
1000,1.0,MLP_svd_comps_90_dense_256_026,l2,100,10,0.9888,0.7353
1000,2.0,MLP_svd_comps_90_dense_256_026,l2,100,10,0.9888,0.1251
1000,0.3,MLP_svd_comps_90_dense_256_026,linf,100,10,0.9888,0.0
1000,0.15,MLP_svd_comps_90_dense_256_026,linf,100,10,0.9888,0.1092
1000,1.0,MLP_svd_comps_90_dense_512_042,l2,40,1,0.9994,0.7512
1000,2.0,MLP_svd_comps_90_dense_512_042,l2,40,1,0.9994,0.1201
1000,0.3,MLP_svd_comps_90_dense_512_042,linf,40,1,0.9994,0.0001
1000,0.15,MLP_svd_comps_90_dense_512_042,linf,40,1,0.9994,0.1098
1000,1.0,MLP_svd_comps_90_dense_512_042,l2,100,1,0.9994,0.751
1000,2.0,MLP_svd_comps_90_dense_512_042,l2,100,1,0.9994,0.1209
1000,0.3,MLP_svd_comps_90_dense_512_042,linf,100,1,0.9994,0.0001
1000,0.15,MLP_svd_comps_90_dense_512_042,linf,100,1,0.9994,0.1069
1000,1.0,MLP_svd_comps_90_dense_512_042,l2,40,10,0.9994,0.7465
1000,2.0,MLP_svd_comps_90_dense_512_042,l2,40,10,0.9994,0.114
1000,0.3,MLP_svd_comps_90_dense_512_042,linf,40,10,0.9994,0.0
1000,0.15,MLP_svd_comps_90_dense_512_042,linf,40,10,0.9994,0.1014
1000,1.0,MLP_svd_comps_90_dense_512_042,l2,100,10,0.9994,0.7454
1000,2.0,MLP_svd_comps_90_dense_512_042,l2,100,10,0.9994,0.1125
