batch_size,eps,model,norm,steps,trials,acc,robust-acc
1000,2.0,model-type_original_comps_60_dense_256_009.h5,l2,40,10,0.9394,0.0
1000,0.3,model-type_original_comps_60_dense_256_009.h5,linf,40,10,0.9394,0.0
1000,0.15,model-type_original_comps_60_dense_256_009.h5,linf,40,10,0.9394,0.0
1000,1.0,model-type_original_comps_60_dense_256_009.h5,l2,100,10,0.9394,0.0296
1000,2.0,model-type_original_comps_60_dense_256_009.h5,l2,100,10,0.9394,0.0
1000,0.3,model-type_original_comps_60_dense_256_009.h5,linf,100,10,0.9394,0.0
1000,0.15,model-type_original_comps_60_dense_256_009.h5,linf,100,10,0.9394,0.0
1000,1.0,model-type_original_comps_60_dense_512_006.h5,l2,40,1,0.96,0.0421
1000,2.0,model-type_original_comps_60_dense_512_006.h5,l2,40,1,0.96,0.0
1000,0.3,model-type_original_comps_60_dense_512_006.h5,linf,40,1,0.96,0.0
1000,0.15,model-type_original_comps_60_dense_512_006.h5,linf,40,1,0.96,0.0
1000,1.0,model-type_original_comps_60_dense_512_006.h5,l2,100,1,0.96,0.0413
1000,2.0,model-type_original_comps_60_dense_512_006.h5,l2,100,1,0.96,0.0
1000,0.3,model-type_original_comps_60_dense_512_006.h5,linf,100,1,0.96,0.0
1000,0.15,model-type_original_comps_60_dense_512_006.h5,linf,100,1,0.96,0.0
1000,1.0,model-type_original_comps_60_dense_512_006.h5,l2,40,10,0.96,0.032
1000,2.0,model-type_original_comps_60_dense_512_006.h5,l2,40,10,0.96,0.0
1000,0.3,model-type_original_comps_60_dense_512_006.h5,linf,40,10,0.96,0.0
1000,0.15,model-type_original_comps_60_dense_512_006.h5,linf,40,10,0.96,0.0
1000,1.0,model-type_original_comps_60_dense_512_006.h5,l2,100,10,0.96,0.0314
1000,2.0,model-type_original_comps_60_dense_512_006.h5,l2,100,10,0.96,0.0
1000,0.3,model-type_original_comps_60_dense_512_006.h5,linf,100,10,0.96,0.0
1000,0.15,model-type_original_comps_60_dense_512_006.h5,linf,100,10,0.96,0.0
1000,1.0,model-type_original_comps_70_dense_128_009.h5,l2,40,1,0.9577,0.0127
1000,2.0,model-type_original_comps_70_dense_128_009.h5,l2,40,1,0.9577,0.0
1000,0.3,model-type_original_comps_70_dense_128_009.h5,linf,40,1,0.9577,0.0
1000,0.15,model-type_original_comps_70_dense_128_009.h5,linf,40,1,0.9577,0.0
1000,1.0,model-type_original_comps_70_dense_128_009.h5,l2,100,1,0.9577,0.0128
1000,2.0,model-type_original_comps_70_dense_128_009.h5,l2,100,1,0.9577,0.0
1000,0.3,model-type_original_comps_70_dense_128_009.h5,linf,100,1,0.9577,0.0
1000,0.15,model-type_original_comps_70_dense_128_009.h5,linf,100,1,0.9577,0.0
1000,1.0,model-type_original_comps_70_dense_128_009.h5,l2,40,10,0.9577,0.0105
1000,2.0,model-type_original_comps_70_dense_128_009.h5,l2,40,10,0.9577,0.0
1000,0.3,model-type_original_comps_70_dense_128_009.h5,linf,40,10,0.9577,0.0
1000,0.15,model-type_original_comps_70_dense_128_009.h5,linf,40,10,0.9577,0.0
1000,1.0,model-type_original_comps_70_dense_128_009.h5,l2,100,10,0.9577,0.0098
1000,2.0,model-type_original_comps_70_dense_128_009.h5,l2,100,10,0.9577,0.0
1000,0.3,model-type_original_comps_70_dense_128_009.h5,linf,100,10,0.9577,0.0
1000,0.15,model-type_original_comps_70_dense_128_009.h5,linf,100,10,0.9577,0.0
1000,1.0,model-type_original_comps_70_dense_256_008.h5,l2,40,1,0.9481,0.0403
1000,2.0,model-type_original_comps_70_dense_256_008.h5,l2,40,1,0.9481,0.0
1000,0.3,model-type_original_comps_70_dense_256_008.h5,linf,40,1,0.9481,0.0
1000,0.15,model-type_original_comps_70_dense_256_008.h5,linf,40,1,0.9481,0.0
1000,1.0,model-type_original_comps_70_dense_256_008.h5,l2,100,1,0.9481,0.04
1000,2.0,model-type_original_comps_70_dense_256_008.h5,l2,100,1,0.9481,0.0
1000,0.3,model-type_original_comps_70_dense_256_008.h5,linf,100,1,0.9481,0.0
1000,0.15,model-type_original_comps_70_dense_256_008.h5,linf,100,1,0.9481,0.0
1000,1.0,model-type_original_comps_70_dense_256_008.h5,l2,40,10,0.9481,0.0334
1000,2.0,model-type_original_comps_70_dense_256_008.h5,l2,40,10,0.9481,0.0
1000,0.3,model-type_original_comps_70_dense_256_008.h5,linf,40,10,0.9481,0.0
1000,0.15,model-type_original_comps_70_dense_256_008.h5,linf,40,10,0.9481,0.0
1000,1.0,model-type_original_comps_70_dense_256_008.h5,l2,100,10,0.9481,0.0323
1000,2.0,model-type_original_comps_70_dense_256_008.h5,l2,100,10,0.9481,0.0
1000,0.3,model-type_original_comps_70_dense_256_008.h5,linf,100,10,0.9481,0.0
1000,0.15,model-type_original_comps_70_dense_256_008.h5,linf,100,10,0.9481,0.0
1000,1.0,model-type_original_comps_70_dense_512_009.h5,l2,40,1,0.9515,0.0752
1000,2.0,model-type_original_comps_70_dense_512_009.h5,l2,40,1,0.9515,0.0
1000,0.3,model-type_original_comps_70_dense_512_009.h5,linf,40,1,0.9515,0.0
1000,0.15,model-type_original_comps_70_dense_512_009.h5,linf,40,1,0.9515,0.0
1000,1.0,model-type_original_comps_70_dense_512_009.h5,l2,100,1,0.9515,0.0739
1000,2.0,model-type_original_comps_70_dense_512_009.h5,l2,100,1,0.9515,0.0
1000,0.3,model-type_original_comps_70_dense_512_009.h5,linf,100,1,0.9515,0.0
1000,0.15,model-type_original_comps_70_dense_512_009.h5,linf,100,1,0.9515,0.0
1000,1.0,model-type_original_comps_70_dense_512_009.h5,l2,40,10,0.9515,0.064
1000,2.0,model-type_original_comps_70_dense_512_009.h5,l2,40,10,0.9515,0.0
1000,0.3,model-type_original_comps_70_dense_512_009.h5,linf,40,10,0.9515,0.0
1000,0.15,model-type_original_comps_70_dense_512_009.h5,linf,40,10,0.9515,0.0
1000,1.0,model-type_original_comps_70_dense_512_009.h5,l2,100,10,0.9515,0.0621
1000,2.0,model-type_original_comps_70_dense_512_009.h5,l2,100,10,0.9515,0.0
1000,0.3,model-type_original_comps_70_dense_512_009.h5,linf,100,10,0.9515,0.0
1000,0.15,model-type_original_comps_70_dense_512_009.h5,linf,100,10,0.9515,0.0
1000,1.0,model-type_original_comps_80_dense_128_008.h5,l2,40,1,0.9434,0.0215
1000,2.0,model-type_original_comps_80_dense_128_008.h5,l2,40,1,0.9434,0.0
1000,0.3,model-type_original_comps_80_dense_128_008.h5,linf,40,1,0.9434,0.0
1000,0.15,model-type_original_comps_80_dense_128_008.h5,linf,40,1,0.9434,0.0
1000,1.0,model-type_original_comps_80_dense_128_008.h5,l2,100,1,0.9434,0.0211
1000,2.0,model-type_original_comps_80_dense_128_008.h5,l2,100,1,0.9434,0.0
1000,0.3,model-type_original_comps_80_dense_128_008.h5,linf,100,1,0.9434,0.0
1000,0.15,model-type_original_comps_80_dense_128_008.h5,linf,100,1,0.9434,0.0
1000,1.0,model-type_original_comps_80_dense_128_008.h5,l2,40,10,0.9434,0.0167
1000,2.0,model-type_original_comps_80_dense_128_008.h5,l2,40,10,0.9434,0.0
1000,0.3,model-type_original_comps_80_dense_128_008.h5,linf,40,10,0.9434,0.0
1000,0.15,model-type_original_comps_80_dense_128_008.h5,linf,40,10,0.9434,0.0
1000,1.0,model-type_original_comps_80_dense_128_008.h5,l2,100,10,0.9434,0.0165
1000,2.0,model-type_original_comps_80_dense_128_008.h5,l2,100,10,0.9434,0.0
1000,0.3,model-type_original_comps_80_dense_128_008.h5,linf,100,10,0.9434,0.0
1000,0.15,model-type_original_comps_80_dense_128_008.h5,linf,100,10,0.9434,0.0
1000,1.0,model-type_original_comps_80_dense_256_009.h5,l2,40,1,0.9586,0.0447
1000,2.0,model-type_original_comps_80_dense_256_009.h5,l2,40,1,0.9586,0.0
1000,0.3,model-type_original_comps_80_dense_256_009.h5,linf,40,1,0.9586,0.0
1000,0.15,model-type_original_comps_80_dense_256_009.h5,linf,40,1,0.9586,0.0
1000,1.0,model-type_original_comps_80_dense_256_009.h5,l2,100,1,0.9586,0.045
1000,2.0,model-type_original_comps_80_dense_256_009.h5,l2,100,1,0.9586,0.0
1000,0.3,model-type_original_comps_80_dense_256_009.h5,linf,100,1,0.9586,0.0
1000,0.15,model-type_original_comps_80_dense_256_009.h5,linf,100,1,0.9586,0.0
1000,1.0,model-type_original_comps_80_dense_256_009.h5,l2,40,10,0.9586,0.037
1000,2.0,model-type_original_comps_80_dense_256_009.h5,l2,40,10,0.9586,0.0
1000,0.3,model-type_original_comps_80_dense_256_009.h5,linf,40,10,0.9586,0.0
1000,0.15,model-type_original_comps_80_dense_256_009.h5,linf,40,10,0.9586,0.0
1000,1.0,model-type_original_comps_80_dense_256_009.h5,l2,100,10,0.9586,0.0365
1000,2.0,model-type_original_comps_80_dense_256_009.h5,l2,100,10,0.9586,0.0
1000,0.3,model-type_original_comps_80_dense_256_009.h5,linf,100,10,0.9586,0.0
1000,0.15,model-type_original_comps_80_dense_256_009.h5,linf,100,10,0.9586,0.0
1000,1.0,model-type_original_comps_80_dense_512_009.h5,l2,40,1,0.9569,0.0636
1000,2.0,model-type_original_comps_80_dense_512_009.h5,l2,40,1,0.9569,0.0
1000,0.3,model-type_original_comps_80_dense_512_009.h5,linf,40,1,0.9569,0.0
1000,0.15,model-type_original_comps_80_dense_512_009.h5,linf,40,1,0.9569,0.0
1000,1.0,model-type_original_comps_80_dense_512_009.h5,l2,100,1,0.9569,0.0631
1000,2.0,model-type_original_comps_80_dense_512_009.h5,l2,100,1,0.9569,0.0
1000,0.3,model-type_original_comps_80_dense_512_009.h5,linf,100,1,0.9569,0.0
1000,0.15,model-type_original_comps_80_dense_512_009.h5,linf,100,1,0.9569,0.0
1000,1.0,model-type_original_comps_80_dense_512_009.h5,l2,40,10,0.9569,0.0518
1000,2.0,model-type_original_comps_80_dense_512_009.h5,l2,40,10,0.9569,0.0
1000,0.3,model-type_original_comps_80_dense_512_009.h5,linf,40,10,0.9569,0.0
1000,0.15,model-type_original_comps_80_dense_512_009.h5,linf,40,10,0.9569,0.0
1000,1.0,model-type_original_comps_80_dense_512_009.h5,l2,100,10,0.9569,0.0502
1000,2.0,model-type_original_comps_80_dense_512_009.h5,l2,100,10,0.9569,0.0
1000,0.3,model-type_original_comps_80_dense_512_009.h5,linf,100,10,0.9569,0.0
1000,0.15,model-type_original_comps_80_dense_512_009.h5,linf,100,10,0.9569,0.0
1000,1.0,model-type_original_comps_90_dense_128_007.h5,l2,40,1,0.9604,0.017
1000,2.0,model-type_original_comps_90_dense_128_007.h5,l2,40,1,0.9604,0.0
1000,0.3,model-type_original_comps_90_dense_128_007.h5,linf,40,1,0.9604,0.0
1000,0.15,model-type_original_comps_90_dense_128_007.h5,linf,40,1,0.9604,0.0
1000,1.0,model-type_original_comps_90_dense_128_007.h5,l2,100,1,0.9604,0.017
1000,2.0,model-type_original_comps_90_dense_128_007.h5,l2,100,1,0.9604,0.0
1000,0.3,model-type_original_comps_90_dense_128_007.h5,linf,100,1,0.9604,0.0
1000,0.15,model-type_original_comps_90_dense_128_007.h5,linf,100,1,0.9604,0.0
1000,1.0,model-type_original_comps_90_dense_128_007.h5,l2,40,10,0.9604,0.0133
1000,2.0,model-type_original_comps_90_dense_128_007.h5,l2,40,10,0.9604,0.0
1000,0.3,model-type_original_comps_90_dense_128_007.h5,linf,40,10,0.9604,0.0
1000,0.15,model-type_original_comps_90_dense_128_007.h5,linf,40,10,0.9604,0.0
1000,1.0,model-type_original_comps_90_dense_128_007.h5,l2,100,10,0.9604,0.0128
1000,2.0,model-type_original_comps_90_dense_128_007.h5,l2,100,10,0.9604,0.0
1000,0.3,model-type_original_comps_90_dense_128_007.h5,linf,100,10,0.9604,0.0
1000,0.15,model-type_original_comps_90_dense_128_007.h5,linf,100,10,0.9604,0.0
1000,1.0,model-type_original_comps_90_dense_256_006.h5,l2,40,1,0.964,0.0319
1000,2.0,model-type_original_comps_90_dense_256_006.h5,l2,40,1,0.964,0.0
1000,0.3,model-type_original_comps_90_dense_256_006.h5,linf,40,1,0.964,0.0
1000,0.15,model-type_original_comps_90_dense_256_006.h5,linf,40,1,0.964,0.0
1000,1.0,model-type_original_comps_90_dense_256_006.h5,l2,100,1,0.964,0.031
1000,2.0,model-type_original_comps_90_dense_256_006.h5,l2,100,1,0.964,0.0
1000,0.3,model-type_original_comps_90_dense_256_006.h5,linf,100,1,0.964,0.0
1000,0.15,model-type_original_comps_90_dense_256_006.h5,linf,100,1,0.964,0.0
1000,1.0,model-type_original_comps_90_dense_256_006.h5,l2,40,10,0.964,0.0263
1000,2.0,model-type_original_comps_90_dense_256_006.h5,l2,40,10,0.964,0.0
1000,0.3,model-type_original_comps_90_dense_256_006.h5,linf,40,10,0.964,0.0
1000,0.15,model-type_original_comps_90_dense_256_006.h5,linf,40,10,0.964,0.0
1000,1.0,model-type_original_comps_90_dense_256_006.h5,l2,100,10,0.964,0.0255
1000,2.0,model-type_original_comps_90_dense_256_006.h5,l2,100,10,0.964,0.0
1000,0.3,model-type_original_comps_90_dense_256_006.h5,linf,100,10,0.964,0.0
1000,0.15,model-type_original_comps_90_dense_256_006.h5,linf,100,10,0.964,0.0
1000,1.0,model-type_original_comps_90_dense_512_009.h5,l2,40,1,0.9643,0.0605
1000,2.0,model-type_original_comps_90_dense_512_009.h5,l2,40,1,0.9643,0.0
1000,0.3,model-type_original_comps_90_dense_512_009.h5,linf,40,1,0.9643,0.0
1000,0.15,model-type_original_comps_90_dense_512_009.h5,linf,40,1,0.9643,0.0
1000,1.0,model-type_original_comps_90_dense_512_009.h5,l2,100,1,0.9643,0.0597
1000,2.0,model-type_original_comps_90_dense_512_009.h5,l2,100,1,0.9643,0.0
1000,0.3,model-type_original_comps_90_dense_512_009.h5,linf,100,1,0.9643,0.0
1000,0.15,model-type_original_comps_90_dense_512_009.h5,linf,100,1,0.9643,0.0
1000,1.0,model-type_original_comps_90_dense_512_009.h5,l2,40,10,0.9643,0.0508
1000,2.0,model-type_original_comps_90_dense_512_009.h5,l2,40,10,0.9643,0.0
1000,0.3,model-type_original_comps_90_dense_512_009.h5,linf,40,10,0.9643,0.0
1000,0.15,model-type_original_comps_90_dense_512_009.h5,linf,40,10,0.9643,0.0
1000,1.0,model-type_original_comps_90_dense_512_009.h5,l2,100,10,0.9643,0.0506
1000,2.0,model-type_original_comps_90_dense_512_009.h5,l2,100,10,0.9643,0.0
1000,0.3,model-type_original_comps_90_dense_512_009.h5,linf,100,10,0.9643,0.0
1000,0.15,model-type_original_comps_90_dense_512_009.h5,linf,100,10,0.9643,0.0
1000,1.0,model-type_svd-reconstruct_comps_100_dense_128_009.h5,l2,40,1,0.5155,0.1063
1000,2.0,model-type_svd-reconstruct_comps_100_dense_128_009.h5,l2,40,1,0.5155,0.0029
1000,0.3,model-type_svd-reconstruct_comps_100_dense_128_009.h5,linf,40,1,0.5155,0.0
1000,0.15,model-type_svd-reconstruct_comps_100_dense_128_009.h5,linf,40,1,0.5155,0.0001
1000,1.0,model-type_svd-reconstruct_comps_100_dense_128_009.h5,l2,100,1,0.5155,0.1053
1000,2.0,model-type_svd-reconstruct_comps_100_dense_128_009.h5,l2,100,1,0.5155,0.0031
1000,0.3,model-type_svd-reconstruct_comps_100_dense_128_009.h5,linf,100,1,0.5155,0.0
1000,0.15,model-type_svd-reconstruct_comps_100_dense_128_009.h5,linf,100,1,0.5155,0.0002
1000,1.0,model-type_svd-reconstruct_comps_100_dense_128_009.h5,l2,40,10,0.5155,0.1022
1000,2.0,model-type_svd-reconstruct_comps_100_dense_128_009.h5,l2,40,10,0.5155,0.0026
1000,0.3,model-type_svd-reconstruct_comps_100_dense_128_009.h5,linf,40,10,0.5155,0.0
1000,0.15,model-type_svd-reconstruct_comps_100_dense_128_009.h5,linf,40,10,0.5155,0.0001
1000,1.0,model-type_svd-reconstruct_comps_100_dense_128_009.h5,l2,100,10,0.5155,0.1022
1000,2.0,model-type_svd-reconstruct_comps_100_dense_128_009.h5,l2,100,10,0.5155,0.0025
1000,0.3,model-type_svd-reconstruct_comps_100_dense_128_009.h5,linf,100,10,0.5155,0.0
1000,0.15,model-type_svd-reconstruct_comps_100_dense_128_009.h5,linf,100,10,0.5155,0.0001
1000,1.0,model-type_svd-reconstruct_comps_100_dense_256_008.h5,l2,40,1,0.6494,0.2883
1000,2.0,model-type_svd-reconstruct_comps_100_dense_256_008.h5,l2,40,1,0.6494,0.0449
1000,0.3,model-type_svd-reconstruct_comps_100_dense_256_008.h5,linf,40,1,0.6494,0.0
1000,0.15,model-type_svd-reconstruct_comps_100_dense_256_008.h5,linf,40,1,0.6494,0.0202
1000,1.0,model-type_svd-reconstruct_comps_100_dense_256_008.h5,l2,100,1,0.6494,0.2873
1000,2.0,model-type_svd-reconstruct_comps_100_dense_256_008.h5,l2,100,1,0.6494,0.045
1000,0.3,model-type_svd-reconstruct_comps_100_dense_256_008.h5,linf,100,1,0.6494,0.0
1000,0.15,model-type_svd-reconstruct_comps_100_dense_256_008.h5,linf,100,1,0.6494,0.0197
1000,1.0,model-type_svd-reconstruct_comps_100_dense_256_008.h5,l2,40,10,0.6494,0.2826
1000,2.0,model-type_svd-reconstruct_comps_100_dense_256_008.h5,l2,40,10,0.6494,0.0409
1000,0.3,model-type_svd-reconstruct_comps_100_dense_256_008.h5,linf,40,10,0.6494,0.0
1000,0.15,model-type_svd-reconstruct_comps_100_dense_256_008.h5,linf,40,10,0.6494,0.0177
1000,1.0,model-type_svd-reconstruct_comps_100_dense_256_008.h5,l2,100,10,0.6494,0.2826
1000,2.0,model-type_svd-reconstruct_comps_100_dense_256_008.h5,l2,100,10,0.6494,0.0407
1000,0.3,model-type_svd-reconstruct_comps_100_dense_256_008.h5,linf,100,10,0.6494,0.0
1000,0.15,model-type_svd-reconstruct_comps_100_dense_256_008.h5,linf,100,10,0.6494,0.0177
1000,1.0,model-type_svd-reconstruct_comps_100_dense_512_009.h5,l2,40,1,0.7678,0.3394
1000,2.0,model-type_svd-reconstruct_comps_100_dense_512_009.h5,l2,40,1,0.7678,0.0741
1000,0.3,model-type_svd-reconstruct_comps_100_dense_512_009.h5,linf,40,1,0.7678,0.0
1000,0.15,model-type_svd-reconstruct_comps_100_dense_512_009.h5,linf,40,1,0.7678,0.0325
1000,1.0,model-type_svd-reconstruct_comps_100_dense_512_009.h5,l2,100,1,0.7678,0.3384
1000,2.0,model-type_svd-reconstruct_comps_100_dense_512_009.h5,l2,100,1,0.7678,0.0729
1000,0.3,model-type_svd-reconstruct_comps_100_dense_512_009.h5,linf,100,1,0.7678,0.0
1000,0.15,model-type_svd-reconstruct_comps_100_dense_512_009.h5,linf,100,1,0.7678,0.0328
1000,1.0,model-type_svd-reconstruct_comps_100_dense_512_009.h5,l2,40,10,0.7678,0.3326
1000,2.0,model-type_svd-reconstruct_comps_100_dense_512_009.h5,l2,40,10,0.7678,0.0679
1000,0.3,model-type_svd-reconstruct_comps_100_dense_512_009.h5,linf,40,10,0.7678,0.0
1000,0.15,model-type_svd-reconstruct_comps_100_dense_512_009.h5,linf,40,10,0.7678,0.0297
1000,1.0,model-type_svd-reconstruct_comps_100_dense_512_009.h5,l2,100,10,0.7678,0.333
1000,2.0,model-type_svd-reconstruct_comps_100_dense_512_009.h5,l2,100,10,0.7678,0.0679
1000,0.3,model-type_svd-reconstruct_comps_100_dense_512_009.h5,linf,100,10,0.7678,0.0
1000,0.15,model-type_svd-reconstruct_comps_100_dense_512_009.h5,linf,100,10,0.7678,0.0303
1000,1.0,model-type_svd-reconstruct_comps_10_dense_128_007.h5,l2,40,1,0.3915,0.2062
1000,2.0,model-type_svd-reconstruct_comps_10_dense_128_007.h5,l2,40,1,0.3915,0.0827
1000,0.3,model-type_svd-reconstruct_comps_10_dense_128_007.h5,linf,40,1,0.3915,0.0023
1000,0.15,model-type_svd-reconstruct_comps_10_dense_128_007.h5,linf,40,1,0.3915,0.0686
1000,1.0,model-type_svd-reconstruct_comps_10_dense_128_007.h5,l2,100,1,0.3915,0.2063
1000,2.0,model-type_svd-reconstruct_comps_10_dense_128_007.h5,l2,100,1,0.3915,0.0835
1000,0.3,model-type_svd-reconstruct_comps_10_dense_128_007.h5,linf,100,1,0.3915,0.002
1000,0.15,model-type_svd-reconstruct_comps_10_dense_128_007.h5,linf,100,1,0.3915,0.0685
1000,1.0,model-type_svd-reconstruct_comps_10_dense_128_007.h5,l2,40,10,0.3915,0.2041
1000,2.0,model-type_svd-reconstruct_comps_10_dense_128_007.h5,l2,40,10,0.3915,0.08
1000,0.3,model-type_svd-reconstruct_comps_10_dense_128_007.h5,linf,40,10,0.3915,0.0013
1000,0.15,model-type_svd-reconstruct_comps_10_dense_128_007.h5,linf,40,10,0.3915,0.0672
1000,1.0,model-type_svd-reconstruct_comps_10_dense_128_007.h5,l2,100,10,0.3915,0.2039
1000,2.0,model-type_svd-reconstruct_comps_10_dense_128_007.h5,l2,100,10,0.3915,0.079
1000,0.3,model-type_svd-reconstruct_comps_10_dense_128_007.h5,linf,100,10,0.3915,0.0014
1000,0.15,model-type_svd-reconstruct_comps_10_dense_128_007.h5,linf,100,10,0.3915,0.0675
1000,1.0,model-type_svd-reconstruct_comps_10_dense_256_008.h5,l2,40,1,0.4704,0.2947
1000,2.0,model-type_svd-reconstruct_comps_10_dense_256_008.h5,l2,40,1,0.4704,0.1806
1000,0.3,model-type_svd-reconstruct_comps_10_dense_256_008.h5,linf,40,1,0.4704,0.0048
1000,0.15,model-type_svd-reconstruct_comps_10_dense_256_008.h5,linf,40,1,0.4704,0.1528
1000,1.0,model-type_svd-reconstruct_comps_10_dense_256_008.h5,l2,100,1,0.4704,0.2942
1000,2.0,model-type_svd-reconstruct_comps_10_dense_256_008.h5,l2,100,1,0.4704,0.181
1000,0.3,model-type_svd-reconstruct_comps_10_dense_256_008.h5,linf,100,1,0.4704,0.0049
1000,0.15,model-type_svd-reconstruct_comps_10_dense_256_008.h5,linf,100,1,0.4704,0.1527
1000,1.0,model-type_svd-reconstruct_comps_10_dense_256_008.h5,l2,40,10,0.4704,0.2917
1000,2.0,model-type_svd-reconstruct_comps_10_dense_256_008.h5,l2,40,10,0.4704,0.1767
1000,0.3,model-type_svd-reconstruct_comps_10_dense_256_008.h5,linf,40,10,0.4704,0.004
1000,0.15,model-type_svd-reconstruct_comps_10_dense_256_008.h5,linf,40,10,0.4704,0.1492
1000,1.0,model-type_svd-reconstruct_comps_10_dense_256_008.h5,l2,100,10,0.4704,0.2909
1000,2.0,model-type_svd-reconstruct_comps_10_dense_256_008.h5,l2,100,10,0.4704,0.1767
1000,0.3,model-type_svd-reconstruct_comps_10_dense_256_008.h5,linf,100,10,0.4704,0.0035
1000,0.15,model-type_svd-reconstruct_comps_10_dense_256_008.h5,linf,100,10,0.4704,0.1492
1000,1.0,model-type_svd-reconstruct_comps_10_dense_512_009.h5,l2,40,1,0.5983,0.403
1000,2.0,model-type_svd-reconstruct_comps_10_dense_512_009.h5,l2,40,1,0.5983,0.2387
1000,0.3,model-type_svd-reconstruct_comps_10_dense_512_009.h5,linf,40,1,0.5983,0.0123
1000,0.15,model-type_svd-reconstruct_comps_10_dense_512_009.h5,linf,40,1,0.5983,0.1876
1000,1.0,model-type_svd-reconstruct_comps_10_dense_512_009.h5,l2,100,1,0.5983,0.4026
1000,2.0,model-type_svd-reconstruct_comps_10_dense_512_009.h5,l2,100,1,0.5983,0.238
1000,0.3,model-type_svd-reconstruct_comps_10_dense_512_009.h5,linf,100,1,0.5983,0.0123
1000,0.15,model-type_svd-reconstruct_comps_10_dense_512_009.h5,linf,100,1,0.5983,0.1869
1000,1.0,model-type_svd-reconstruct_comps_10_dense_512_009.h5,l2,40,10,0.5983,0.3988
1000,2.0,model-type_svd-reconstruct_comps_10_dense_512_009.h5,l2,40,10,0.5983,0.2328
1000,0.3,model-type_svd-reconstruct_comps_10_dense_512_009.h5,linf,40,10,0.5983,0.0111
1000,0.15,model-type_svd-reconstruct_comps_10_dense_512_009.h5,linf,40,10,0.5983,0.1848
1000,1.0,model-type_svd-reconstruct_comps_10_dense_512_009.h5,l2,100,10,0.5983,0.3989
1000,2.0,model-type_svd-reconstruct_comps_10_dense_512_009.h5,l2,100,10,0.5983,0.2332
1000,0.3,model-type_svd-reconstruct_comps_10_dense_512_009.h5,linf,100,10,0.5983,0.0116
1000,0.15,model-type_svd-reconstruct_comps_10_dense_512_009.h5,linf,100,10,0.5983,0.1847
1000,1.0,model-type_svd-reconstruct_comps_20_dense_128_007.h5,l2,40,1,0.3059,0.132
1000,2.0,model-type_svd-reconstruct_comps_20_dense_128_007.h5,l2,40,1,0.3059,0.0388
1000,0.3,model-type_svd-reconstruct_comps_20_dense_128_007.h5,linf,40,1,0.3059,0.0
1000,0.15,model-type_svd-reconstruct_comps_20_dense_128_007.h5,linf,40,1,0.3059,0.0275
1000,1.0,model-type_svd-reconstruct_comps_20_dense_128_007.h5,l2,100,1,0.3059,0.1313
1000,2.0,model-type_svd-reconstruct_comps_20_dense_128_007.h5,l2,100,1,0.3059,0.0383
1000,0.3,model-type_svd-reconstruct_comps_20_dense_128_007.h5,linf,100,1,0.3059,0.0
1000,0.15,model-type_svd-reconstruct_comps_20_dense_128_007.h5,linf,100,1,0.3059,0.0268
1000,1.0,model-type_svd-reconstruct_comps_20_dense_128_007.h5,l2,40,10,0.3059,0.1298
1000,2.0,model-type_svd-reconstruct_comps_20_dense_128_007.h5,l2,40,10,0.3059,0.0372
1000,0.3,model-type_svd-reconstruct_comps_20_dense_128_007.h5,linf,40,10,0.3059,0.0
1000,0.15,model-type_svd-reconstruct_comps_20_dense_128_007.h5,linf,40,10,0.3059,0.026
1000,1.0,model-type_svd-reconstruct_comps_20_dense_128_007.h5,l2,100,10,0.3059,0.1294
1000,2.0,model-type_svd-reconstruct_comps_20_dense_128_007.h5,l2,100,10,0.3059,0.0369
1000,0.3,model-type_svd-reconstruct_comps_20_dense_128_007.h5,linf,100,10,0.3059,0.0
1000,0.15,model-type_svd-reconstruct_comps_20_dense_128_007.h5,linf,100,10,0.3059,0.0257
1000,1.0,model-type_svd-reconstruct_comps_20_dense_256_008.h5,l2,40,1,0.4974,0.2706
1000,2.0,model-type_svd-reconstruct_comps_20_dense_256_008.h5,l2,40,1,0.4974,0.1
1000,0.3,model-type_svd-reconstruct_comps_20_dense_256_008.h5,linf,40,1,0.4974,0.0003
1000,0.15,model-type_svd-reconstruct_comps_20_dense_256_008.h5,linf,40,1,0.4974,0.0662
1000,1.0,model-type_svd-reconstruct_comps_20_dense_256_008.h5,l2,100,1,0.4974,0.2702
1000,2.0,model-type_svd-reconstruct_comps_20_dense_256_008.h5,l2,100,1,0.4974,0.0995
1000,0.3,model-type_svd-reconstruct_comps_20_dense_256_008.h5,linf,100,1,0.4974,0.0003
1000,0.15,model-type_svd-reconstruct_comps_20_dense_256_008.h5,linf,100,1,0.4974,0.0661
1000,1.0,model-type_svd-reconstruct_comps_20_dense_256_008.h5,l2,40,10,0.4974,0.2666
1000,2.0,model-type_svd-reconstruct_comps_20_dense_256_008.h5,l2,40,10,0.4974,0.0946
1000,0.3,model-type_svd-reconstruct_comps_20_dense_256_008.h5,linf,40,10,0.4974,0.0002
1000,0.15,model-type_svd-reconstruct_comps_20_dense_256_008.h5,linf,40,10,0.4974,0.063
1000,1.0,model-type_svd-reconstruct_comps_20_dense_256_008.h5,l2,100,10,0.4974,0.266
1000,2.0,model-type_svd-reconstruct_comps_20_dense_256_008.h5,l2,100,10,0.4974,0.0944
1000,0.3,model-type_svd-reconstruct_comps_20_dense_256_008.h5,linf,100,10,0.4974,0.0001
