batch_size,eps,model,norm,steps,trials,acc,robust-acc
1000,0.15,model-type_svd-reconstruct_comps_20_dense_256_008.h5,linf,100,10,0.4974,0.0632
1000,1.0,model-type_svd-reconstruct_comps_20_dense_512_009.h5,l2,40,1,0.6814,0.4335
1000,2.0,model-type_svd-reconstruct_comps_20_dense_512_009.h5,l2,40,1,0.6814,0.189
1000,0.3,model-type_svd-reconstruct_comps_20_dense_512_009.h5,linf,40,1,0.6814,0.002
1000,0.15,model-type_svd-reconstruct_comps_20_dense_512_009.h5,linf,40,1,0.6814,0.1322
1000,1.0,model-type_svd-reconstruct_comps_20_dense_512_009.h5,l2,100,1,0.6814,0.4326
1000,2.0,model-type_svd-reconstruct_comps_20_dense_512_009.h5,l2,100,1,0.6814,0.1871
1000,0.3,model-type_svd-reconstruct_comps_20_dense_512_009.h5,linf,100,1,0.6814,0.0019
1000,0.15,model-type_svd-reconstruct_comps_20_dense_512_009.h5,linf,100,1,0.6814,0.1321
1000,1.0,model-type_svd-reconstruct_comps_20_dense_512_009.h5,l2,40,10,0.6814,0.4286
1000,2.0,model-type_svd-reconstruct_comps_20_dense_512_009.h5,l2,40,10,0.6814,0.1786
1000,0.3,model-type_svd-reconstruct_comps_20_dense_512_009.h5,linf,40,10,0.6814,0.0016
1000,0.15,model-type_svd-reconstruct_comps_20_dense_512_009.h5,linf,40,10,0.6814,0.1265
1000,1.0,model-type_svd-reconstruct_comps_20_dense_512_009.h5,l2,100,10,0.6814,0.4279
1000,2.0,model-type_svd-reconstruct_comps_20_dense_512_009.h5,l2,100,10,0.6814,0.1785
1000,0.3,model-type_svd-reconstruct_comps_20_dense_512_009.h5,linf,100,10,0.6814,0.0016
1000,0.15,model-type_svd-reconstruct_comps_20_dense_512_009.h5,linf,100,10,0.6814,0.1267
1000,1.0,model-type_svd-reconstruct_comps_30_dense_128_008.h5,l2,40,1,0.4742,0.2537
1000,2.0,model-type_svd-reconstruct_comps_30_dense_128_008.h5,l2,40,1,0.4742,0.0789
1000,0.3,model-type_svd-reconstruct_comps_30_dense_128_008.h5,linf,40,1,0.4742,0.0
1000,0.15,model-type_svd-reconstruct_comps_30_dense_128_008.h5,linf,40,1,0.4742,0.0509
1000,1.0,model-type_svd-reconstruct_comps_30_dense_128_008.h5,l2,100,1,0.4742,0.2528
1000,2.0,model-type_svd-reconstruct_comps_30_dense_128_008.h5,l2,100,1,0.4742,0.0792
1000,0.3,model-type_svd-reconstruct_comps_30_dense_128_008.h5,linf,100,1,0.4742,0.0
1000,0.15,model-type_svd-reconstruct_comps_30_dense_128_008.h5,linf,100,1,0.4742,0.0507
1000,1.0,model-type_svd-reconstruct_comps_30_dense_128_008.h5,l2,40,10,0.4742,0.2491
1000,2.0,model-type_svd-reconstruct_comps_30_dense_128_008.h5,l2,40,10,0.4742,0.076
1000,0.3,model-type_svd-reconstruct_comps_30_dense_128_008.h5,linf,40,10,0.4742,0.0
1000,0.15,model-type_svd-reconstruct_comps_30_dense_128_008.h5,linf,40,10,0.4742,0.0491
1000,1.0,model-type_svd-reconstruct_comps_30_dense_128_008.h5,l2,100,10,0.4742,0.2494
1000,2.0,model-type_svd-reconstruct_comps_30_dense_128_008.h5,l2,100,10,0.4742,0.0749
1000,0.3,model-type_svd-reconstruct_comps_30_dense_128_008.h5,linf,100,10,0.4742,0.0
1000,0.15,model-type_svd-reconstruct_comps_30_dense_128_008.h5,linf,100,10,0.4742,0.0485
1000,1.0,model-type_svd-reconstruct_comps_30_dense_256_008.h5,l2,40,1,0.4749,0.1606
1000,2.0,model-type_svd-reconstruct_comps_30_dense_256_008.h5,l2,40,1,0.4749,0.0243
1000,0.3,model-type_svd-reconstruct_comps_30_dense_256_008.h5,linf,40,1,0.4749,0.0
1000,0.15,model-type_svd-reconstruct_comps_30_dense_256_008.h5,linf,40,1,0.4749,0.0089
1000,1.0,model-type_svd-reconstruct_comps_30_dense_256_008.h5,l2,100,1,0.4749,0.1609
1000,2.0,model-type_svd-reconstruct_comps_30_dense_256_008.h5,l2,100,1,0.4749,0.0233
1000,0.3,model-type_svd-reconstruct_comps_30_dense_256_008.h5,linf,100,1,0.4749,0.0
1000,0.15,model-type_svd-reconstruct_comps_30_dense_256_008.h5,linf,100,1,0.4749,0.0093
1000,1.0,model-type_svd-reconstruct_comps_30_dense_256_008.h5,l2,40,10,0.4749,0.1571
1000,2.0,model-type_svd-reconstruct_comps_30_dense_256_008.h5,l2,40,10,0.4749,0.0217
1000,0.3,model-type_svd-reconstruct_comps_30_dense_256_008.h5,linf,40,10,0.4749,0.0
1000,0.15,model-type_svd-reconstruct_comps_30_dense_256_008.h5,linf,40,10,0.4749,0.0079
1000,1.0,model-type_svd-reconstruct_comps_30_dense_256_008.h5,l2,100,10,0.4749,0.1572
1000,2.0,model-type_svd-reconstruct_comps_30_dense_256_008.h5,l2,100,10,0.4749,0.0215
1000,0.3,model-type_svd-reconstruct_comps_30_dense_256_008.h5,linf,100,10,0.4749,0.0
1000,0.15,model-type_svd-reconstruct_comps_30_dense_256_008.h5,linf,100,10,0.4749,0.0077
1000,1.0,model-type_svd-reconstruct_comps_30_dense_512_009.h5,l2,40,1,0.7569,0.4996
1000,2.0,model-type_svd-reconstruct_comps_30_dense_512_009.h5,l2,40,1,0.7569,0.21
1000,0.3,model-type_svd-reconstruct_comps_30_dense_512_009.h5,linf,40,1,0.7569,0.0003
1000,0.15,model-type_svd-reconstruct_comps_30_dense_512_009.h5,linf,40,1,0.7569,0.1247
1000,1.0,model-type_svd-reconstruct_comps_30_dense_512_009.h5,l2,100,1,0.7569,0.4994
1000,2.0,model-type_svd-reconstruct_comps_30_dense_512_009.h5,l2,100,1,0.7569,0.2096
1000,0.3,model-type_svd-reconstruct_comps_30_dense_512_009.h5,linf,100,1,0.7569,0.0002
1000,0.15,model-type_svd-reconstruct_comps_30_dense_512_009.h5,linf,100,1,0.7569,0.1237
1000,1.0,model-type_svd-reconstruct_comps_30_dense_512_009.h5,l2,40,10,0.7569,0.4953
1000,2.0,model-type_svd-reconstruct_comps_30_dense_512_009.h5,l2,40,10,0.7569,0.201
1000,0.3,model-type_svd-reconstruct_comps_30_dense_512_009.h5,linf,40,10,0.7569,0.0
1000,0.15,model-type_svd-reconstruct_comps_30_dense_512_009.h5,linf,40,10,0.7569,0.1189
1000,1.0,model-type_svd-reconstruct_comps_30_dense_512_009.h5,l2,100,10,0.7569,0.4951
1000,2.0,model-type_svd-reconstruct_comps_30_dense_512_009.h5,l2,100,10,0.7569,0.2006
1000,0.3,model-type_svd-reconstruct_comps_30_dense_512_009.h5,linf,100,10,0.7569,0.0
1000,0.15,model-type_svd-reconstruct_comps_30_dense_512_009.h5,linf,100,10,0.7569,0.1182
1000,1.0,model-type_svd-reconstruct_comps_40_dense_128_009.h5,l2,40,1,0.4877,0.1653
1000,2.0,model-type_svd-reconstruct_comps_40_dense_128_009.h5,l2,40,1,0.4877,0.046
1000,0.3,model-type_svd-reconstruct_comps_40_dense_128_009.h5,linf,40,1,0.4877,0.0
1000,0.15,model-type_svd-reconstruct_comps_40_dense_128_009.h5,linf,40,1,0.4877,0.0254
1000,1.0,model-type_svd-reconstruct_comps_40_dense_128_009.h5,l2,100,1,0.4877,0.1649
1000,2.0,model-type_svd-reconstruct_comps_40_dense_128_009.h5,l2,100,1,0.4877,0.0457
1000,0.3,model-type_svd-reconstruct_comps_40_dense_128_009.h5,linf,100,1,0.4877,0.0
1000,0.15,model-type_svd-reconstruct_comps_40_dense_128_009.h5,linf,100,1,0.4877,0.0248
1000,1.0,model-type_svd-reconstruct_comps_40_dense_128_009.h5,l2,40,10,0.4877,0.1612
1000,2.0,model-type_svd-reconstruct_comps_40_dense_128_009.h5,l2,40,10,0.4877,0.0433
1000,0.3,model-type_svd-reconstruct_comps_40_dense_128_009.h5,linf,40,10,0.4877,0.0
1000,0.15,model-type_svd-reconstruct_comps_40_dense_128_009.h5,linf,40,10,0.4877,0.0231
1000,1.0,model-type_svd-reconstruct_comps_40_dense_128_009.h5,l2,100,10,0.4877,0.161
1000,2.0,model-type_svd-reconstruct_comps_40_dense_128_009.h5,l2,100,10,0.4877,0.0439
1000,0.3,model-type_svd-reconstruct_comps_40_dense_128_009.h5,linf,100,10,0.4877,0.0
1000,0.15,model-type_svd-reconstruct_comps_40_dense_128_009.h5,linf,100,10,0.4877,0.023
1000,1.0,model-type_svd-reconstruct_comps_40_dense_256_009.h5,l2,40,1,0.6115,0.3203
1000,2.0,model-type_svd-reconstruct_comps_40_dense_256_009.h5,l2,40,1,0.6115,0.1014
1000,0.3,model-type_svd-reconstruct_comps_40_dense_256_009.h5,linf,40,1,0.6115,0.0006
1000,0.15,model-type_svd-reconstruct_comps_40_dense_256_009.h5,linf,40,1,0.6115,0.0644
1000,1.0,model-type_svd-reconstruct_comps_40_dense_256_009.h5,l2,100,1,0.6115,0.3202
1000,2.0,model-type_svd-reconstruct_comps_40_dense_256_009.h5,l2,100,1,0.6115,0.1016
1000,0.3,model-type_svd-reconstruct_comps_40_dense_256_009.h5,linf,100,1,0.6115,0.0006
1000,0.15,model-type_svd-reconstruct_comps_40_dense_256_009.h5,linf,100,1,0.6115,0.0639
1000,1.0,model-type_svd-reconstruct_comps_40_dense_256_009.h5,l2,40,10,0.6115,0.3166
1000,2.0,model-type_svd-reconstruct_comps_40_dense_256_009.h5,l2,40,10,0.6115,0.0953
1000,0.3,model-type_svd-reconstruct_comps_40_dense_256_009.h5,linf,40,10,0.6115,0.0002
1000,0.15,model-type_svd-reconstruct_comps_40_dense_256_009.h5,linf,40,10,0.6115,0.061
1000,1.0,model-type_svd-reconstruct_comps_40_dense_256_009.h5,l2,100,10,0.6115,0.3159
1000,2.0,model-type_svd-reconstruct_comps_40_dense_256_009.h5,l2,100,10,0.6115,0.0951
1000,0.3,model-type_svd-reconstruct_comps_40_dense_256_009.h5,linf,100,10,0.6115,0.0003
1000,0.15,model-type_svd-reconstruct_comps_40_dense_256_009.h5,linf,100,10,0.6115,0.0605
1000,1.0,model-type_svd-reconstruct_comps_40_dense_512_009.h5,l2,40,1,0.7503,0.475
1000,2.0,model-type_svd-reconstruct_comps_40_dense_512_009.h5,l2,40,1,0.7503,0.1615
1000,0.3,model-type_svd-reconstruct_comps_40_dense_512_009.h5,linf,40,1,0.7503,0.0001
1000,0.15,model-type_svd-reconstruct_comps_40_dense_512_009.h5,linf,40,1,0.7503,0.0837
1000,1.0,model-type_svd-reconstruct_comps_40_dense_512_009.h5,l2,100,1,0.7503,0.4743
1000,2.0,model-type_svd-reconstruct_comps_40_dense_512_009.h5,l2,100,1,0.7503,0.1597
1000,0.3,model-type_svd-reconstruct_comps_40_dense_512_009.h5,linf,100,1,0.7503,0.0001
1000,0.15,model-type_svd-reconstruct_comps_40_dense_512_009.h5,linf,100,1,0.7503,0.0832
1000,1.0,model-type_svd-reconstruct_comps_40_dense_512_009.h5,l2,40,10,0.7503,0.4691
1000,2.0,model-type_svd-reconstruct_comps_40_dense_512_009.h5,l2,40,10,0.7503,0.1525
1000,0.3,model-type_svd-reconstruct_comps_40_dense_512_009.h5,linf,40,10,0.7503,0.0001
1000,0.15,model-type_svd-reconstruct_comps_40_dense_512_009.h5,linf,40,10,0.7503,0.079
1000,1.0,model-type_svd-reconstruct_comps_40_dense_512_009.h5,l2,100,10,0.7503,0.4683
1000,2.0,model-type_svd-reconstruct_comps_40_dense_512_009.h5,l2,100,10,0.7503,0.1524
1000,0.3,model-type_svd-reconstruct_comps_40_dense_512_009.h5,linf,100,10,0.7503,0.0001
1000,0.15,model-type_svd-reconstruct_comps_40_dense_512_009.h5,linf,100,10,0.7503,0.0787
1000,1.0,model-type_svd-reconstruct_comps_50_dense_128_009.h5,l2,40,1,0.5462,0.1956
1000,2.0,model-type_svd-reconstruct_comps_50_dense_128_009.h5,l2,40,1,0.5462,0.0298
1000,0.3,model-type_svd-reconstruct_comps_50_dense_128_009.h5,linf,40,1,0.5462,0.0
1000,0.15,model-type_svd-reconstruct_comps_50_dense_128_009.h5,linf,40,1,0.5462,0.0135
1000,1.0,model-type_svd-reconstruct_comps_50_dense_128_009.h5,l2,100,1,0.5462,0.1948
1000,2.0,model-type_svd-reconstruct_comps_50_dense_128_009.h5,l2,100,1,0.5462,0.0297
1000,0.3,model-type_svd-reconstruct_comps_50_dense_128_009.h5,linf,100,1,0.5462,0.0
1000,0.15,model-type_svd-reconstruct_comps_50_dense_128_009.h5,linf,100,1,0.5462,0.0137
1000,1.0,model-type_svd-reconstruct_comps_50_dense_128_009.h5,l2,40,10,0.5462,0.1918
1000,2.0,model-type_svd-reconstruct_comps_50_dense_128_009.h5,l2,40,10,0.5462,0.0262
1000,0.3,model-type_svd-reconstruct_comps_50_dense_128_009.h5,linf,40,10,0.5462,0.0
1000,0.15,model-type_svd-reconstruct_comps_50_dense_128_009.h5,linf,40,10,0.5462,0.012
1000,1.0,model-type_svd-reconstruct_comps_50_dense_128_009.h5,l2,100,10,0.5462,0.1906
1000,2.0,model-type_svd-reconstruct_comps_50_dense_128_009.h5,l2,100,10,0.5462,0.0263
1000,0.3,model-type_svd-reconstruct_comps_50_dense_128_009.h5,linf,100,10,0.5462,0.0
1000,0.15,model-type_svd-reconstruct_comps_50_dense_128_009.h5,linf,100,10,0.5462,0.0117
1000,1.0,model-type_svd-reconstruct_comps_50_dense_256_009.h5,l2,40,1,0.6908,0.2659
1000,2.0,model-type_svd-reconstruct_comps_50_dense_256_009.h5,l2,40,1,0.6908,0.0447
1000,0.3,model-type_svd-reconstruct_comps_50_dense_256_009.h5,linf,40,1,0.6908,0.0
1000,0.15,model-type_svd-reconstruct_comps_50_dense_256_009.h5,linf,40,1,0.6908,0.0221
1000,1.0,model-type_svd-reconstruct_comps_50_dense_256_009.h5,l2,100,1,0.6908,0.2651
1000,2.0,model-type_svd-reconstruct_comps_50_dense_256_009.h5,l2,100,1,0.6908,0.044
1000,0.3,model-type_svd-reconstruct_comps_50_dense_256_009.h5,linf,100,1,0.6908,0.0
1000,0.15,model-type_svd-reconstruct_comps_50_dense_256_009.h5,linf,100,1,0.6908,0.022
1000,1.0,model-type_svd-reconstruct_comps_50_dense_256_009.h5,l2,40,10,0.6908,0.2613
1000,2.0,model-type_svd-reconstruct_comps_50_dense_256_009.h5,l2,40,10,0.6908,0.0411
1000,0.3,model-type_svd-reconstruct_comps_50_dense_256_009.h5,linf,40,10,0.6908,0.0
1000,0.15,model-type_svd-reconstruct_comps_50_dense_256_009.h5,linf,40,10,0.6908,0.0201
1000,1.0,model-type_svd-reconstruct_comps_50_dense_256_009.h5,l2,100,10,0.6908,0.2603
1000,2.0,model-type_svd-reconstruct_comps_50_dense_256_009.h5,l2,100,10,0.6908,0.0407
1000,0.3,model-type_svd-reconstruct_comps_50_dense_256_009.h5,linf,100,10,0.6908,0.0
1000,0.15,model-type_svd-reconstruct_comps_50_dense_256_009.h5,linf,100,10,0.6908,0.0202
1000,1.0,model-type_svd-reconstruct_comps_50_dense_512_009.h5,l2,40,1,0.6844,0.397
1000,2.0,model-type_svd-reconstruct_comps_50_dense_512_009.h5,l2,40,1,0.6844,0.1532
1000,0.3,model-type_svd-reconstruct_comps_50_dense_512_009.h5,linf,40,1,0.6844,0.0001
1000,0.15,model-type_svd-reconstruct_comps_50_dense_512_009.h5,linf,40,1,0.6844,0.0846
1000,1.0,model-type_svd-reconstruct_comps_50_dense_512_009.h5,l2,100,1,0.6844,0.3962
1000,2.0,model-type_svd-reconstruct_comps_50_dense_512_009.h5,l2,100,1,0.6844,0.1518
1000,0.3,model-type_svd-reconstruct_comps_50_dense_512_009.h5,linf,100,1,0.6844,0.0
1000,0.15,model-type_svd-reconstruct_comps_50_dense_512_009.h5,linf,100,1,0.6844,0.0836
1000,1.0,model-type_svd-reconstruct_comps_50_dense_512_009.h5,l2,40,10,0.6844,0.3917
1000,2.0,model-type_svd-reconstruct_comps_50_dense_512_009.h5,l2,40,10,0.6844,0.1459
1000,0.3,model-type_svd-reconstruct_comps_50_dense_512_009.h5,linf,40,10,0.6844,0.0
1000,0.15,model-type_svd-reconstruct_comps_50_dense_512_009.h5,linf,40,10,0.6844,0.0795
1000,1.0,model-type_svd-reconstruct_comps_50_dense_512_009.h5,l2,100,10,0.6844,0.3914
1000,2.0,model-type_svd-reconstruct_comps_50_dense_512_009.h5,l2,100,10,0.6844,0.1451
1000,0.3,model-type_svd-reconstruct_comps_50_dense_512_009.h5,linf,100,10,0.6844,0.0
1000,0.15,model-type_svd-reconstruct_comps_50_dense_512_009.h5,linf,100,10,0.6844,0.0793
1000,1.0,model-type_svd-reconstruct_comps_60_dense_128_009.h5,l2,40,1,0.3912,0.052
1000,2.0,model-type_svd-reconstruct_comps_60_dense_128_009.h5,l2,40,1,0.3912,0.0033
1000,0.3,model-type_svd-reconstruct_comps_60_dense_128_009.h5,linf,40,1,0.3912,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_128_009.h5,linf,40,1,0.3912,0.0012
1000,1.0,model-type_svd-reconstruct_comps_60_dense_128_009.h5,l2,100,1,0.3912,0.0515
1000,2.0,model-type_svd-reconstruct_comps_60_dense_128_009.h5,l2,100,1,0.3912,0.0033
1000,0.3,model-type_svd-reconstruct_comps_60_dense_128_009.h5,linf,100,1,0.3912,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_128_009.h5,linf,100,1,0.3912,0.0013
1000,1.0,model-type_svd-reconstruct_comps_60_dense_128_009.h5,l2,40,10,0.3912,0.0485
1000,2.0,model-type_svd-reconstruct_comps_60_dense_128_009.h5,l2,40,10,0.3912,0.0029
1000,0.3,model-type_svd-reconstruct_comps_60_dense_128_009.h5,linf,40,10,0.3912,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_128_009.h5,linf,40,10,0.3912,0.001
1000,1.0,model-type_svd-reconstruct_comps_60_dense_128_009.h5,l2,100,10,0.3912,0.0485
1000,2.0,model-type_svd-reconstruct_comps_60_dense_128_009.h5,l2,100,10,0.3912,0.003
1000,0.3,model-type_svd-reconstruct_comps_60_dense_128_009.h5,linf,100,10,0.3912,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_128_009.h5,linf,100,10,0.3912,0.001
1000,1.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,40,1,0.5594,0.1956
1000,2.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,40,1,0.5594,0.031
1000,0.3,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,40,1,0.5594,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,40,1,0.5594,0.0159
1000,1.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,100,1,0.5594,0.1953
1000,2.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,100,1,0.5594,0.0304
1000,0.3,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,100,1,0.5594,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,100,1,0.5594,0.0154
1000,1.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,40,10,0.5594,0.1908
1000,2.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,40,10,0.5594,0.0284
1000,0.3,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,40,10,0.5594,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,40,10,0.5594,0.0141
1000,1.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,100,10,0.5594,0.1908
1000,2.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,100,10,0.5594,0.0286
1000,0.3,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,100,10,0.5594,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,100,10,0.5594,0.0143
1000,1.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,40,1,0.7415,0.3915
1000,2.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,40,1,0.7415,0.076
1000,0.3,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,40,1,0.7415,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,40,1,0.7415,0.0364
1000,1.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,100,1,0.7415,0.3914
1000,2.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,100,1,0.7415,0.0753
1000,0.3,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,100,1,0.7415,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,100,1,0.7415,0.0368
1000,1.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,40,10,0.7415,0.3848
1000,2.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,40,10,0.7415,0.0705
1000,0.3,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,40,10,0.7415,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,40,10,0.7415,0.0334
1000,1.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,100,10,0.7415,0.3844
1000,2.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,100,10,0.7415,0.0696
1000,0.3,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,100,10,0.7415,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,100,10,0.7415,0.0335
1000,1.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,40,1,0.4228,0.119
1000,2.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,40,1,0.4228,0.0093
1000,0.3,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,40,1,0.4228,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,40,1,0.4228,0.0016
1000,1.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,100,1,0.4228,0.1195
1000,2.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,100,1,0.4228,0.0094
1000,0.3,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,100,1,0.4228,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,100,1,0.4228,0.0017
1000,1.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,40,10,0.4228,0.1161
1000,2.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,40,10,0.4228,0.008
1000,0.3,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,40,10,0.4228,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,40,10,0.4228,0.0014
1000,1.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,100,10,0.4228,0.1156
1000,2.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,100,10,0.4228,0.0079
1000,0.3,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,100,10,0.4228,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,100,10,0.4228,0.0014
1000,1.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,40,1,0.6488,0.2226
1000,2.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,40,1,0.6488,0.0155
1000,0.3,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,40,1,0.6488,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,40,1,0.6488,0.006
1000,1.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,100,1,0.6488,0.2226
1000,2.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,100,1,0.6488,0.0154
1000,0.3,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,100,1,0.6488,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,100,1,0.6488,0.0058
1000,1.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,40,10,0.6488,0.2174
1000,2.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,40,10,0.6488,0.0138
1000,0.3,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,40,10,0.6488,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,40,10,0.6488,0.0049
1000,1.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,100,10,0.6488,0.2167
1000,2.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,100,10,0.6488,0.0136
1000,0.3,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,100,10,0.6488,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,100,10,0.6488,0.0051
1000,1.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,40,1,0.7461,0.3658
1000,2.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,40,1,0.7461,0.0878
1000,0.3,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,40,1,0.7461,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,40,1,0.7461,0.0476
1000,1.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,100,1,0.7461,0.365
1000,2.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,100,1,0.7461,0.0874
1000,0.3,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,100,1,0.7461,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,100,1,0.7461,0.0481
1000,1.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,40,10,0.7461,0.3597
1000,2.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,40,10,0.7461,0.0821
1000,0.3,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,40,10,0.7461,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,40,10,0.7461,0.0447
1000,1.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,100,10,0.7461,0.359
1000,2.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,100,10,0.7461,0.0817
1000,0.3,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,100,10,0.7461,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,100,10,0.7461,0.0444
1000,1.0,model-type_svd-reconstruct_comps_80_dense_128_009.h5,l2,40,1,0.443,0.06
1000,2.0,model-type_svd-reconstruct_comps_80_dense_128_009.h5,l2,40,1,0.443,0.002
1000,0.3,model-type_svd-reconstruct_comps_80_dense_128_009.h5,linf,40,1,0.443,0.0
1000,0.15,model-type_svd-reconstruct_comps_80_dense_128_009.h5,linf,40,1,0.443,0.0009
1000,1.0,model-type_svd-reconstruct_comps_80_dense_128_009.h5,l2,100,1,0.443,0.0594
1000,2.0,model-type_svd-reconstruct_comps_80_dense_128_009.h5,l2,100,1,0.443,0.002
1000,0.3,model-type_svd-reconstruct_comps_80_dense_128_009.h5,linf,100,1,0.443,0.0
1000,0.15,model-type_svd-reconstruct_comps_80_dense_128_009.h5,linf,100,1,0.443,0.0009
1000,1.0,model-type_svd-reconstruct_comps_80_dense_128_009.h5,l2,40,10,0.443,0.0574
1000,2.0,model-type_svd-reconstruct_comps_80_dense_128_009.h5,l2,40,10,0.443,0.0016
1000,0.3,model-type_svd-reconstruct_comps_80_dense_128_009.h5,linf,40,10,0.443,0.0
1000,0.15,model-type_svd-reconstruct_comps_80_dense_128_009.h5,linf,40,10,0.443,0.0007
1000,1.0,model-type_svd-reconstruct_comps_80_dense_128_009.h5,l2,100,10,0.443,0.0572
