batch_size,eps,fname,norm,steps,trials,acc,robust-acc
1000,1.0,MLP_model-type_original_comps_30_dense_256_normalize_1_freeze_1_009,l2,100,1,0.9271,0.2835
1000,2.0,MLP_model-type_original_comps_30_dense_256_normalize_1_freeze_1_009,l2,100,1,0.9271,0.0077
1000,0.3,MLP_model-type_original_comps_30_dense_256_normalize_1_freeze_1_009,linf,100,1,0.9271,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_256_normalize_1_freeze_1_009,linf,100,1,0.9271,0.0005
1000,1.0,MLP_model-type_original_comps_30_dense_256_normalize_1_freeze_1_009,l2,40,10,0.9271,0.2742
1000,2.0,MLP_model-type_original_comps_30_dense_256_normalize_1_freeze_1_009,l2,40,10,0.9271,0.0067
1000,0.3,MLP_model-type_original_comps_30_dense_256_normalize_1_freeze_1_009,linf,40,10,0.9271,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_256_normalize_1_freeze_1_009,linf,40,10,0.9271,0.0004
1000,1.0,MLP_model-type_original_comps_30_dense_256_normalize_1_freeze_1_009,l2,100,10,0.9271,0.2727
1000,2.0,MLP_model-type_original_comps_30_dense_256_normalize_1_freeze_1_009,l2,100,10,0.9271,0.0066
1000,0.3,MLP_model-type_original_comps_30_dense_256_normalize_1_freeze_1_009,linf,100,10,0.9271,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_256_normalize_1_freeze_1_009,linf,100,10,0.9271,0.0003
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,l2,40,1,0.9268,0.2912
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,l2,40,1,0.9268,0.0089
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,linf,40,1,0.9268,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,linf,40,1,0.9268,0.0009
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,l2,100,1,0.9268,0.2885
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,l2,100,1,0.9268,0.0085
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,linf,100,1,0.9268,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,linf,100,1,0.9268,0.001
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,l2,40,10,0.9268,0.2815
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,l2,40,10,0.9268,0.0081
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,linf,40,10,0.9268,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,linf,40,10,0.9268,0.0009
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,l2,100,10,0.9268,0.2801
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,l2,100,10,0.9268,0.008
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,linf,100,10,0.9268,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_0_009,linf,100,10,0.9268,0.0009
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,l2,40,1,0.9253,0.2903
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,l2,40,1,0.9253,0.0085
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,linf,40,1,0.9253,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,linf,40,1,0.9253,0.0001
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,l2,100,1,0.9253,0.29
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,l2,100,1,0.9253,0.0084
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,linf,100,1,0.9253,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,linf,100,1,0.9253,0.0001
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,l2,40,10,0.9253,0.2812
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,l2,40,10,0.9253,0.0071
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,linf,40,10,0.9253,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,linf,40,10,0.9253,0.0001
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,l2,100,10,0.9253,0.2796
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,l2,100,10,0.9253,0.0067
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,linf,100,10,0.9253,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_0_freeze_1_009,linf,100,10,0.9253,0.0
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,l2,40,1,0.9269,0.3013
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,l2,40,1,0.9269,0.0096
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,linf,40,1,0.9269,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,linf,40,1,0.9269,0.0005
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,l2,100,1,0.9269,0.2992
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,l2,100,1,0.9269,0.0096
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,linf,100,1,0.9269,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,linf,100,1,0.9269,0.0007
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,l2,40,10,0.9269,0.2909
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,l2,40,10,0.9269,0.0081
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,linf,40,10,0.9269,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,linf,40,10,0.9269,0.0005
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,l2,100,10,0.9269,0.2893
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,l2,100,10,0.9269,0.0081
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,linf,100,10,0.9269,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_0_009,linf,100,10,0.9269,0.0005
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,l2,40,1,0.9227,0.3457
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,l2,40,1,0.9227,0.0131
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,linf,40,1,0.9227,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,linf,40,1,0.9227,0.0005
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,l2,100,1,0.9227,0.3454
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,l2,100,1,0.9227,0.013
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,linf,100,1,0.9227,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,linf,100,1,0.9227,0.0005
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,l2,40,10,0.9227,0.335
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,l2,40,10,0.9227,0.0112
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,linf,40,10,0.9227,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,linf,40,10,0.9227,0.0003
1000,1.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,l2,100,10,0.9227,0.3331
1000,2.0,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,l2,100,10,0.9227,0.0112
1000,0.3,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,linf,100,10,0.9227,0.0
1000,0.15,MLP_model-type_original_comps_30_dense_512_normalize_1_freeze_1_007,linf,100,10,0.9227,0.0004
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,l2,40,1,0.9241,0.3143
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,l2,40,1,0.9241,0.0122
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,linf,40,1,0.9241,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,linf,40,1,0.9241,0.001
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,l2,100,1,0.9241,0.3123
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,l2,100,1,0.9241,0.0116
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,linf,100,1,0.9241,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,linf,100,1,0.9241,0.001
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,l2,40,10,0.9241,0.3044
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,l2,40,10,0.9241,0.0107
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,linf,40,10,0.9241,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,linf,40,10,0.9241,0.0008
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,l2,100,10,0.9241,0.3024
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,l2,100,10,0.9241,0.0107
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,linf,100,10,0.9241,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_0_007,linf,100,10,0.9241,0.0008
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,l2,40,1,0.925,0.2713
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,l2,40,1,0.925,0.0093
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,linf,40,1,0.925,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,linf,40,1,0.925,0.0008
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,l2,100,1,0.925,0.2705
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,l2,100,1,0.925,0.0088
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,linf,100,1,0.925,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,linf,100,1,0.925,0.0008
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,l2,40,10,0.925,0.2642
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,l2,40,10,0.925,0.0081
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,linf,40,10,0.925,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,linf,40,10,0.925,0.0006
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,l2,100,10,0.925,0.2631
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,l2,100,10,0.925,0.008
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,linf,100,10,0.925,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_0_freeze_1_008,linf,100,10,0.925,0.0006
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,l2,40,1,0.9233,0.3464
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,l2,40,1,0.9233,0.015
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,linf,40,1,0.9233,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,linf,40,1,0.9233,0.0014
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,l2,100,1,0.9233,0.3453
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,l2,100,1,0.9233,0.0146
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,linf,100,1,0.9233,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,linf,100,1,0.9233,0.0012
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,l2,40,10,0.9233,0.3373
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,l2,40,10,0.9233,0.013
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,linf,40,10,0.9233,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,linf,40,10,0.9233,0.0011
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,l2,100,10,0.9233,0.3362
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,l2,100,10,0.9233,0.0128
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,linf,100,10,0.9233,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_0_006,linf,100,10,0.9233,0.001
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,l2,40,1,0.9288,0.2611
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,l2,40,1,0.9288,0.0067
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,linf,40,1,0.9288,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,linf,40,1,0.9288,0.0005
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,l2,100,1,0.9288,0.2579
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,l2,100,1,0.9288,0.0063
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,linf,100,1,0.9288,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,linf,100,1,0.9288,0.0005
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,l2,40,10,0.9288,0.2518
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,l2,40,10,0.9288,0.0052
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,linf,40,10,0.9288,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,linf,40,10,0.9288,0.0001
1000,1.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,l2,100,10,0.9288,0.2503
1000,2.0,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,l2,100,10,0.9288,0.0051
1000,0.3,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,linf,100,10,0.9288,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_128_normalize_1_freeze_1_009,linf,100,10,0.9288,0.0001
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,l2,40,1,0.9253,0.3163
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,l2,40,1,0.9253,0.0149
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,linf,40,1,0.9253,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,linf,40,1,0.9253,0.0012
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,l2,100,1,0.9253,0.3139
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,l2,100,1,0.9253,0.0147
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,linf,100,1,0.9253,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,linf,100,1,0.9253,0.0013
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,l2,40,10,0.9253,0.3054
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,l2,40,10,0.9253,0.0132
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,linf,40,10,0.9253,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,linf,40,10,0.9253,0.0011
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,l2,100,10,0.9253,0.3042
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,l2,100,10,0.9253,0.013
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,linf,100,10,0.9253,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_0_007,linf,100,10,0.9253,0.0011
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,l2,40,1,0.9287,0.2479
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,l2,40,1,0.9287,0.0056
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,linf,40,1,0.9287,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,linf,40,1,0.9287,0.0002
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,l2,100,1,0.9287,0.2457
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,l2,100,1,0.9287,0.0053
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,linf,100,1,0.9287,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,linf,100,1,0.9287,0.0002
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,l2,40,10,0.9287,0.2382
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,l2,40,10,0.9287,0.0045
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,linf,40,10,0.9287,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,linf,40,10,0.9287,0.0002
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,l2,100,10,0.9287,0.2374
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,l2,100,10,0.9287,0.0044
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,linf,100,10,0.9287,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_0_freeze_1_009,linf,100,10,0.9287,0.0002
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,l2,40,1,0.9245,0.314
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,l2,40,1,0.9245,0.0133
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,linf,40,1,0.9245,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,linf,40,1,0.9245,0.0007
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,l2,100,1,0.9245,0.3116
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,l2,100,1,0.9245,0.0128
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,linf,100,1,0.9245,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,linf,100,1,0.9245,0.0008
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,l2,40,10,0.9245,0.303
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,l2,40,10,0.9245,0.0115
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,linf,40,10,0.9245,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,linf,40,10,0.9245,0.0007
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,l2,100,10,0.9245,0.3017
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,l2,100,10,0.9245,0.0114
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,linf,100,10,0.9245,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_0_007,linf,100,10,0.9245,0.0007
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,l2,40,1,0.9244,0.3158
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,l2,40,1,0.9244,0.0101
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,linf,40,1,0.9244,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,linf,40,1,0.9244,0.0005
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,l2,100,1,0.9244,0.3142
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,l2,100,1,0.9244,0.01
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,linf,100,1,0.9244,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,linf,100,1,0.9244,0.0007
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,l2,40,10,0.9244,0.3051
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,l2,40,10,0.9244,0.0091
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,linf,40,10,0.9244,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,linf,40,10,0.9244,0.0006
1000,1.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,l2,100,10,0.9244,0.3026
1000,2.0,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,l2,100,10,0.9244,0.009
1000,0.3,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,linf,100,10,0.9244,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_256_normalize_1_freeze_1_007,linf,100,10,0.9244,0.0006
1000,1.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,l2,40,1,0.9283,0.2505
1000,2.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,l2,40,1,0.9283,0.0068
1000,0.3,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,linf,40,1,0.9283,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,linf,40,1,0.9283,0.001
1000,1.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,l2,100,1,0.9283,0.2492
1000,2.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,l2,100,1,0.9283,0.0074
1000,0.3,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,linf,100,1,0.9283,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,linf,100,1,0.9283,0.0008
1000,1.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,l2,40,10,0.9283,0.2425
1000,2.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,l2,40,10,0.9283,0.0062
1000,0.3,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,linf,40,10,0.9283,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,linf,40,10,0.9283,0.0008
1000,1.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,l2,100,10,0.9283,0.2408
1000,2.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,l2,100,10,0.9283,0.0059
1000,0.3,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,linf,100,10,0.9283,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_0_009,linf,100,10,0.9283,0.0007
1000,1.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,l2,40,1,0.926,0.2628
1000,2.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,l2,40,1,0.926,0.0066
1000,0.3,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,linf,40,1,0.926,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,linf,40,1,0.926,0.0001
1000,1.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,l2,100,1,0.926,0.2598
1000,2.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,l2,100,1,0.926,0.0065
1000,0.3,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,linf,100,1,0.926,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,linf,100,1,0.926,0.0002
1000,1.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,l2,40,10,0.926,0.2526
1000,2.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,l2,40,10,0.926,0.0052
1000,0.3,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,linf,40,10,0.926,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,linf,40,10,0.926,0.0001
1000,1.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,l2,100,10,0.926,0.2511
1000,2.0,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,l2,100,10,0.926,0.0054
1000,0.3,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,linf,100,10,0.926,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_512_normalize_0_freeze_1_009,linf,100,10,0.926,0.0001
1000,1.0,MLP_model-type_original_comps_40_dense_512_normalize_1_freeze_0_008,l2,40,1,0.9263,0.2806
1000,2.0,MLP_model-type_original_comps_40_dense_512_normalize_1_freeze_0_008,l2,40,1,0.9263,0.009
1000,0.3,MLP_model-type_original_comps_40_dense_512_normalize_1_freeze_0_008,linf,40,1,0.9263,0.0
1000,0.15,MLP_model-type_original_comps_40_dense_512_normalize_1_freeze_0_008,linf,40,1,0.9263,0.0006
1000,1.0,MLP_model-type_original_comps_40_dense_512_normalize_1_freeze_0_008,l2,100,1,0.9263,0.2787
1000,2.0,MLP_model-type_original_comps_40_dense_512_normalize_1_freeze_0_008,l2,100,1,0.9263,0.009
