epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.6863173842430115,0.8239830732345581,0.3696940243244171,0.8930000066757202
1,0.29739782214164734,0.9149830341339111,0.30557918548583984,0.9120000004768372
2,0.24790562689304352,0.929050862789154,0.26703211665153503,0.9279999732971191
3,0.2149382084608078,0.9385592937469482,0.2380409985780716,0.9340000152587891
4,0.19027255475521088,0.9449830651283264,0.21742653846740723,0.9369999766349792
5,0.17215898633003235,0.949355959892273,0.2005217969417572,0.9440000057220459
6,0.15786607563495636,0.9535423517227173,0.18730492889881134,0.9480000138282776
7,0.1451311558485031,0.9573050737380981,0.18214938044548035,0.949999988079071
8,0.13531556725502014,0.9607288241386414,0.17011773586273193,0.9520000219345093
9,0.12589524686336517,0.9628474712371826,0.1651204526424408,0.9509999752044678
10,0.11807617545127869,0.965745747089386,0.1563568413257599,0.9559999704360962
11,0.1105356365442276,0.9677796363830566,0.1540936380624771,0.9520000219345093
12,0.10395301878452301,0.9693728685379028,0.14417877793312073,0.953000009059906
13,0.09832785278558731,0.9708983302116394,0.14356954395771027,0.9549999833106995
14,0.09288481622934341,0.9731186628341675,0.13637098670005798,0.9559999704360962
15,0.08800386637449265,0.9744067788124084,0.13297054171562195,0.9570000171661377
16,0.08352650701999664,0.9761525392532349,0.1316150426864624,0.9610000252723694
17,0.07911928743124008,0.9769152402877808,0.1282077133655548,0.9589999914169312
18,0.07558506727218628,0.9778305292129517,0.12296302616596222,0.9589999914169312
19,0.07221536338329315,0.9792542457580566,0.12336701899766922,0.9539999961853027
20,0.06867405027151108,0.9799491763114929,0.11866582930088043,0.9589999914169312
21,0.06546751409769058,0.9811356067657471,0.11761285364627838,0.9610000252723694
22,0.06279203295707703,0.982169508934021,0.11167587339878082,0.9599999785423279
23,0.060029979795217514,0.9828305244445801,0.1092509925365448,0.9639999866485596
24,0.05772733315825462,0.9836779832839966,0.10393061488866806,0.9639999866485596
25,0.05509721487760544,0.9842373132705688,0.10721966624259949,0.9599999785423279
26,0.05280912667512894,0.9850000143051147,0.10698983818292618,0.9610000252723694
27,0.0505465492606163,0.9856101870536804,0.10251592844724655,0.9620000123977661
28,0.0485699400305748,0.9861525297164917,0.09962160885334015,0.9639999866485596
29,0.04635012894868851,0.9867627024650574,0.09738410264253616,0.9629999995231628
30,0.044642794877290726,0.9877118468284607,0.09914712607860565,0.9660000205039978
31,0.04294509068131447,0.9879491329193115,0.0977717712521553,0.9629999995231628
32,0.04111207649111748,0.9887288212776184,0.09511424601078033,0.9679999947547913
33,0.03921912983059883,0.9893389940261841,0.09746435284614563,0.9649999737739563
34,0.03791555389761925,0.9895592927932739,0.09371978789567947,0.9679999947547913
35,0.036242689937353134,0.9904237389564514,0.09738696366548538,0.9639999866485596
36,0.0347588025033474,0.990627110004425,0.09188026934862137,0.9679999947547913
37,0.03356771543622017,0.9914067983627319,0.09343418478965759,0.9670000076293945
38,0.03215312212705612,0.9913389682769775,0.09127437323331833,0.9679999947547913
39,0.030863363295793533,0.99205082654953,0.08889172971248627,0.9679999947547913
40,0.029341863468289375,0.9923728704452515,0.09183505177497864,0.968999981880188
41,0.028256451711058617,0.9929152727127075,0.08682592958211899,0.968999981880188
42,0.027097200974822044,0.993237316608429,0.08970638364553452,0.9710000157356262
43,0.026109250262379646,0.9936610460281372,0.08928942680358887,0.968999981880188
44,0.02485671453177929,0.9938474297523499,0.08944071829319,0.972000002861023
45,0.02384280227124691,0.9943898320198059,0.08630529791116714,0.9700000286102295
46,0.022980673238635063,0.9950169324874878,0.08920344710350037,0.968999981880188
47,0.022248005494475365,0.994915246963501,0.09051509946584702,0.972000002861023
48,0.020925862714648247,0.9952372908592224,0.09032502770423889,0.9700000286102295
49,0.020211150869727135,0.9954745769500732,0.08998183161020279,0.9739999771118164
