epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.7435634732246399,0.8067118525505066,0.435403972864151,0.8849999904632568
1,0.36604440212249756,0.8980000019073486,0.36698970198631287,0.8989999890327454
2,0.3189440965652466,0.9102033972740173,0.344625324010849,0.9070000052452087
3,0.29881736636161804,0.9157966375350952,0.33334994316101074,0.9100000262260437
4,0.28763023018836975,0.9185593128204346,0.32639622688293457,0.9129999876022339
5,0.2796917259693146,0.9215423464775085,0.3213123679161072,0.9150000214576721
6,0.2740420997142792,0.9228982925415039,0.31603261828422546,0.9190000295639038
7,0.26975399255752563,0.9250339269638062,0.31724420189857483,0.9179999828338623
8,0.2661605477333069,0.9258474707603455,0.31329524517059326,0.9160000085830688
9,0.26313328742980957,0.9269322156906128,0.3127738833427429,0.9179999828338623
