epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.7013959656832582,0.82430506,0.3639793287962675,0.9
1,0.3025931755554373,0.9134237,0.3157716229557991,0.913
2,0.25782872993751604,0.9261187,0.2806706570088863,0.926
3,0.22889829363863348,0.93501693,0.2527064083144069,0.931
4,0.20431756412263138,0.9419322,0.23029115740209818,0.936
5,0.18523720394409562,0.94742376,0.21555484589189292,0.937
6,0.16936389998517046,0.95161015,0.19870805274695158,0.944
7,0.15618929025732864,0.95508474,0.1880089300684631,0.946
8,0.1457438705078626,0.9583898,0.1812351974658668,0.944
9,0.1356192438642226,0.9609322,0.17330626621842385,0.946
10,0.1270877649912895,0.9636271,0.17090007355436682,0.952
11,0.11973583668754514,0.965678,0.15969838704913855,0.952
12,0.11269572739394666,0.96808475,0.16058931909501553,0.949
13,0.10627406722613436,0.96962714,0.15286785494536162,0.954
14,0.10069029629546201,0.9713051,0.14714361065998674,0.956
15,0.09530751788515156,0.97257626,0.1418644822668284,0.956
16,0.09057284354476922,0.97361016,0.14014115068130195,0.955
17,0.08609780911277284,0.97567797,0.1396400566212833,0.952
18,0.08216936375306509,0.976339,0.13021639208309352,0.956
19,0.07863951213421079,0.9772881,0.1304225757252425,0.956
20,0.07506823071902144,0.9784407,0.1256652901181951,0.957
21,0.07201420505081256,0.9791356,0.1198177193524316,0.959
22,0.06871850311941609,0.9800678,0.12413077102974057,0.955
23,0.06589750926823244,0.98081356,0.12037670209538191,0.961
24,0.0633272195463779,0.98154235,0.12024638454895467,0.958
25,0.06074979056750219,0.9825085,0.11296655352925881,0.959
26,0.058266182165292994,0.983678,0.11176992489490659,0.962
27,0.05612390210271923,0.98388135,0.10825758158462122,0.962
28,0.05367778813174405,0.98464406,0.10996974636800587,0.962
29,0.051669274588210225,0.98528814,0.11064039034536108,0.959
30,0.04978111657487639,0.98605084,0.10867355498485268,0.959
31,0.04793050646332045,0.9862373,0.10518332845531404,0.961
32,0.04594516501825113,0.9867966,0.10426629108842463,0.964
33,0.044348322084149884,0.98722035,0.1053003428503871,0.963
34,0.04250098602141854,0.9882034,0.10472130166599528,0.964
35,0.04116739591147545,0.9883051,0.0979620338184759,0.965
