epoch,accuracy,loss,val_accuracy,val_loss
0,0.1633220337205014,2.1106463756601688,0.27,1.7931848964691162
1,0.3253946743147858,1.6599804774179296,0.328,1.6214112043380737
2,0.3468886208231166,1.5507969280420724,0.325,1.5534883785247802
3,0.35030589264075634,1.5073746884273271,0.355,1.5292497844696045
4,0.3587417278375666,1.4847893062284436,0.359,1.5100322303771974
5,0.36971025098178345,1.4691941539109763,0.379,1.4928101949691772
6,0.3819798227462728,1.4564925911062854,0.381,1.4798403415679933
7,0.38754237359863214,1.447242719945261,0.385,1.4674221267700196
8,0.39473446353764857,1.439755832138708,0.388,1.4684139289855958
9,0.3988022595138873,1.434561250371448,0.398,1.4602255296707154
10,0.4033874088172185,1.4302419154320734,0.396,1.454743371963501
11,0.4068087165259709,1.4259882252095109,0.403,1.4511207256317138
12,0.4098297011044066,1.4232570282483505,0.396,1.4479176826477052
13,0.4096916862968671,1.4197745373693562,0.408,1.4437512464523314
14,0.4128708635598926,1.4168091173899375,0.414,1.4397802886962892
15,0.4132679576969753,1.4140860351465516,0.406,1.4386056442260742
16,0.4156327677101402,1.4129042413275121,0.417,1.4405465230941772
17,0.4181008872213,1.410458123885979,0.415,1.4368693928718568
18,0.41792493919068474,1.4086674200276197,0.416,1.4359344487190246
19,0.42072800575929176,1.407269246800471,0.411,1.4329389352798463
20,0.4211315570620157,1.4057617162243794,0.407,1.4326195902824401
21,0.4222598863734027,1.4046488405284234,0.427,1.429735695362091
22,0.42321307500035077,1.4033640349315384,0.418,1.4290626306533813
23,0.42237045955607444,1.4020535094253088,0.424,1.4278692779541016
24,0.4243446320674177,1.4006577935259221,0.428,1.427756245613098
25,0.42419047584220515,1.3996988925893428,0.423,1.42671298122406
26,0.42522356641494624,1.398406495785309,0.426,1.4282986993789673
27,0.42510330846249045,1.3973239324860653,0.42,1.4234954352378846
28,0.4253268758119163,1.3968262783046497,0.416,1.4252360758781433
29,0.42594430950486056,1.3953338702856484,0.418,1.4232885122299195
30,0.42529136306148463,1.3948491529893068,0.416,1.4232712001800538
31,0.426195317860377,1.393710769839206,0.419,1.4243377428054809
32,0.42536884491979066,1.3934159745604304,0.423,1.4232202334403992
33,0.42597013674045014,1.3922405371221445,0.415,1.4241108655929566
34,0.4261783689007921,1.3918927878646528,0.413,1.422384750366211
35,0.4256585953725597,1.3912294776762946,0.422,1.4184500422477722
36,0.4261751402485169,1.3900266444278975,0.418,1.4157341651916504
37,0.4261824046277394,1.389721996299291,0.417,1.4197028827667237
38,0.42633898231690215,1.3885506047030627,0.423,1.415692653656006
39,0.42964648825384805,1.3879154918557506,0.411,1.4190100646018982
40,0.42958111285658207,1.3877655488959812,0.408,1.41600940990448
41,0.42763115336834373,1.3873494335150314,0.417,1.4144419384002687
42,0.42655932155706117,1.386350703744565,0.42,1.415607855319977
43,0.42735593157299495,1.386475481724335,0.414,1.4162000350952149
44,0.4290815167255321,1.385519854093002,0.411,1.4173222303390502
45,0.42870217845854114,1.3855428806806014,0.419,1.4138444299697877
46,0.4299846641845622,1.3848940836170973,0.418,1.4169854855537414
47,0.4291162222118701,1.3849567099142883,0.427,1.4141069526672363
48,0.43086844171255323,1.3838201892577995,0.415,1.4161406421661378
49,0.4301355932476157,1.3840205842155522,0.43,1.4149770846366883
50,0.43238256591356405,1.3830270013566746,0.428,1.4162891492843628
51,0.43013236382502623,1.3830591139146837,0.422,1.413779968738556
52,0.43023970850696,1.3823222890748816,0.418,1.4141809763908386
53,0.4326464882594044,1.382014315815295,0.427,1.4095180673599244
54,0.4327853104320623,1.3816480739641999,0.42,1.414348090171814
55,0.4322550441754066,1.3811441985227293,0.419,1.4105567307472229
56,0.4309790147815721,1.3812048468549374,0.425,1.4121856970787048
57,0.4323494754605374,1.3801886692895728,0.423,1.4117555966377258
58,0.4320088775102365,1.3801702689316313,0.431,1.4120015296936035
59,0.4328385791536105,1.379535394704948,0.431,1.4095317583084106
60,0.43209443012789145,1.3787879111403125,0.43,1.411201894760132
61,0.43306053145709683,1.3790053522182724,0.433,1.4072783613204956
62,0.4325851484628047,1.3784929377547765,0.44,1.4078632407188416
63,0.4326908793363531,1.3782867556911405,0.435,1.412976466178894
64,0.4322389013938985,1.377791349766618,0.43,1.405493233680725
65,0.43334543903247785,1.3783064986689617,0.438,1.4108108987808228
66,0.4331686836430582,1.3775666665222686,0.418,1.4079764013290406
67,0.4323042770058422,1.3773906795655266,0.433,1.4085155720710754
68,0.4337925742238255,1.376998006085218,0.419,1.4104887580871581
69,0.4330209845077183,1.3774295568466186,0.427,1.408967222213745
70,0.4342744144216432,1.37650250994553,0.431,1.4049639587402343
71,0.4331097653609211,1.3766305922451665,0.429,1.406592402935028
72,0.4355310727857937,1.3758427815922236,0.418,1.4091030349731446
73,0.43328571343573474,1.3762130465547917,0.435,1.4093892993927002
74,0.433338175347801,1.3756055890503576,0.432,1.4109761447906495
75,0.4335811128555718,1.374991341162536,0.428,1.4070963287353515
76,0.4333438248957618,1.375001323576701,0.436,1.4087143950462342
77,0.4349410804272708,1.3749537785174484,0.425,1.4094336361885071
78,0.4333252614332458,1.3750854932655723,0.428,1.4072882556915283
79,0.4355649707681042,1.374146641917148,0.435,1.403887629032135
80,0.43301129848775216,1.3742571947938305,0.428,1.4023218069076537
81,0.43356819962293414,1.3735834938994909,0.421,1.4089745855331421
82,0.4337239701616562,1.3738034919156867,0.437,1.4057650370597838
83,0.43375625444923416,1.3737793754723113,0.435,1.4043774037361145
84,0.4351460846172551,1.373669437028594,0.43,1.4041396112442017
85,0.43283777133388035,1.3732193709430047,0.44,1.4024598731994629
86,0.435438256129875,1.3726183599334651,0.419,1.4029203877449035
87,0.4341824045878346,1.3722448586407354,0.429,1.4041685857772828
88,0.4359233245632406,1.372503329131563,0.425,1.4076452713012695
89,0.4340492322156995,1.3724968121213428,0.423,1.4004910926818848
90,0.4345456007931192,1.3713604783607742,0.44,1.404606590270996
91,0.4351678766310215,1.371825553300017,0.428,1.4038013315200806
92,0.43413397820066596,1.3721130419585665,0.431,1.4043186693191527
93,0.4364342210151381,1.3720922073065225,0.43,1.4047865171432494
94,0.4358426146335521,1.3720438257112342,0.434,1.4036683526039124
95,0.43547215396696226,1.372043576584024,0.431,1.403437575340271
96,0.435330104108079,1.3719052817861912,0.433,1.401677809715271
97,0.4373494747836711,1.371619110592341,0.435,1.4025249261856079
98,0.4369322025927447,1.3714613670009679,0.435,1.4076387147903442
99,0.4377610966689506,1.3714138492689294,0.43,1.4071886711120605
