epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.5622080960389921,0.85437286,0.37102466374635695,0.905
1,0.31954583427789857,0.91088134,0.3421324282884598,0.914
2,0.2927108508739936,0.9174237,0.3296864118427038,0.909
3,0.28021635576072385,0.92157626,0.3204076649621129,0.916
4,0.27254443263035205,0.92384744,0.3268548160791397,0.914
5,0.2673942665743121,0.9257458,0.3136734599247575,0.918
6,0.26275220555647955,0.9271864,0.3144635442644358,0.915
7,0.25945289631263685,0.92838985,0.3136265307664871,0.918
8,0.256835421345244,0.928678,0.30813003052026033,0.92
9,0.25426896173128133,0.92994916,0.3126729255542159,0.919
10,0.2530939936101184,0.9301186,0.30960014183074236,0.921
11,0.2507808295725766,0.9314068,0.3142192281782627,0.915
12,0.24954702142562907,0.9311017,0.3110409051179886,0.925
13,0.24759417165197053,0.9322712,0.3086141660809517,0.921
14,0.2469045785113664,0.931661,0.30481710825115443,0.926
15,0.24519582240826499,0.9322034,0.3138811200857162,0.922
16,0.24421993907604178,0.932661,0.3081163179129362,0.925
17,0.24311128820340008,0.9332034,0.3067023854702711,0.922
18,0.24258756672300524,0.9335424,0.31199944131076335,0.922
19,0.24197162778069406,0.9335593,0.3092188647016883,0.92
20,0.24113104265751475,0.93327117,0.31102135945111514,0.921
21,0.24048972890349263,0.93315256,0.3194207150489092,0.917
22,0.23931747726401534,0.93415254,0.3059694342315197,0.924
23,0.23887462485739488,0.9344915,0.31914645321667195,0.919
24,0.2385346860261792,0.9347119,0.31158178281039,0.92
25,0.23794144396275535,0.9334068,0.316738666780293,0.922
26,0.23721134140298275,0.9346102,0.31561694126576184,0.921
27,0.23710781057696725,0.9354068,0.3138790810480714,0.92
28,0.23625127164867976,0.9347119,0.3167545525357127,0.923
29,0.2357644181982693,0.9347119,0.3132386764511466,0.926
30,0.23557913917101037,0.93491524,0.30937852412462236,0.921
31,0.23517523600514662,0.9355085,0.3211939947679639,0.917
32,0.23421386688379414,0.935,0.3222416203469038,0.918
33,0.234666620139664,0.9354915,0.3197691645473242,0.919
34,0.23431520514127058,0.93522036,0.32145840376615525,0.92
35,0.2336500661416074,0.9357627,0.31644365265965463,0.92
36,0.23296934836623023,0.9356271,0.32128168633207677,0.916
37,0.2329172088527831,0.93598306,0.3202512187883258,0.918
38,0.23270238947628413,0.93528813,0.31635157875716685,0.915
39,0.2321183219899313,0.93633896,0.317169189453125,0.921
40,0.23182009767930387,0.9363898,0.3153276938945055,0.921
41,0.23142111973552887,0.93569493,0.31458503715693953,0.924
42,0.23097538716017696,0.9366441,0.3220757519826293,0.924
43,0.23083203093669677,0.93557626,0.317340518720448,0.917
44,0.23020140572245848,0.93686444,0.31968552358448504,0.914
45,0.23039654145743382,0.93569493,0.3175337266176939,0.922
46,0.23046577866425957,0.9364237,0.32508872300386427,0.924
47,0.23001975333633817,0.9367797,0.3210802985355258,0.917
48,0.2299524234039551,0.93584746,0.32330728992819785,0.916
49,0.22927980559357142,0.9360339,0.3233376799151301,0.915
50,0.22890325296291356,0.93715256,0.3180424451828003,0.922
51,0.22910635525644835,0.9369661,0.32044382132589816,0.917
52,0.22879166380044516,0.9366949,0.32193700782954693,0.913
53,0.22821168812560075,0.9364407,0.3176850023679435,0.92
54,0.22841686433086456,0.936,0.316428648494184,0.92
55,0.2279597781503857,0.9368305,0.3215154429897666,0.92
56,0.22753321920537342,0.9367966,0.3269069580361247,0.918
57,0.22786434665322303,0.9365254,0.3211404176428914,0.922
58,0.22713021674682782,0.93661016,0.3247576806694269,0.916
59,0.22761757640894187,0.9369153,0.3189970737323165,0.919
60,0.22719291459327026,0.9367627,0.3197993656620383,0.922
61,0.22703722106071852,0.9370339,0.3181160954758525,0.92
62,0.22655987138307448,0.93674576,0.327732327952981,0.914
63,0.2267016795953199,0.93671185,0.3246640101075172,0.917
64,0.2262606425905379,0.93671185,0.32218067813664675,0.919
65,0.22609870928513295,0.9371695,0.31953357979655267,0.922
66,0.225838919681639,0.937322,0.32409790009260175,0.918
67,0.2255213874486922,0.9375932,0.33135129772126676,0.916
68,0.22564895846644195,0.93694913,0.3255623335018754,0.916
69,0.22535423369667792,0.93747455,0.32474902626127006,0.918
70,0.22549864928222307,0.9375424,0.3248832393437624,0.919
71,0.2252530674134397,0.9375424,0.3257966212928295,0.919
72,0.22512629530155812,0.9371017,0.32187987118959427,0.919
73,0.22499676482373124,0.9371356,0.32506547439843414,0.921
74,0.22473601510085292,0.9378983,0.32714132145047187,0.918
75,0.2251102180867377,0.93737286,0.32204910311847923,0.919
76,0.2241758309778268,0.93791527,0.3259723737835884,0.921
77,0.2246907926827543,0.93788135,0.3248721258714795,0.924
78,0.22458272185492315,0.9370678,0.3312750456854701,0.918
79,0.22392744086367095,0.93798304,0.3247349901124835,0.918
80,0.2240757637909787,0.93771183,0.331571476906538,0.912
81,0.22386680542633441,0.9375424,0.32966660261154174,0.917
82,0.22378059636043796,0.93771183,0.32922183368355035,0.918
83,0.2239600071194187,0.9383559,0.32583826705813407,0.919
84,0.2233737592001335,0.93811864,0.32489100424572825,0.92
85,0.22336776176372827,0.93791527,0.33010077234357593,0.92
86,0.22328358382870586,0.93813556,0.32879661545157435,0.921
87,0.22329536217217474,0.93776274,0.3262261260300875,0.919
88,0.22341243586487183,0.9375763,0.33143327496945857,0.917
89,0.22294787339297897,0.93776274,0.3236828620545566,0.916
90,0.22286552579094798,0.9381695,0.32954246960580347,0.914
91,0.22243208006908327,0.938339,0.3345703028142452,0.913
92,0.22250397710792594,0.93725425,0.3279239503666759,0.92
93,0.22238699035813747,0.9383559,0.33028870951384304,0.914
94,0.2224232236112831,0.9383729,0.33355340398848055,0.92
95,0.2221538693849313,0.93827116,0.3318699784576893,0.915
96,0.22191423804388713,0.9384576,0.33882296159863473,0.917
97,0.22222049635345653,0.93811864,0.3273810584098101,0.915
98,0.22156460767895994,0.9385763,0.3323047934100032,0.916
99,0.22188513125529732,0.93838984,0.32295589670538905,0.913
